item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by,truck_id
G5_039,G5,oriented,80,80,120,40,40,60,18,0,LWH,G5_038,车型1
G5_040,G5,oriented,80,120,0,40,40,60,18,0,LWH,,车型1
G5_041,G5,oriented,80,120,60,40,40,60,18,0,LWH,G5_040,车型1
G2_001,G2,standard,80,120,120,35,25,50,8,3,WHL,G5_041,车型1
G2_002,G2,standard,80,160,0,35,50,25,8,2,WLH,,车型1
G2_003,G2,standard,80,160,25,35,50,25,8,2,WLH,G2_002,车型1
G2_004,G2,standard,80,160,50,35,50,25,8,2,WLH,G2_003,车型1
G2_005,G2,standard,80,160,75,35,50,25,8,2,WLH,G2_004,车型1
G2_006,G2,standard,80,160,100,35,50,25,8,2,WLH,G2_005,车型1
G2_007,G2,standard,80,160,125,35,50,25,8,2,WLH,G2_006,车型1
G2_008,G2,standard,80,160,150,35,50,25,8,2,WLH,G2_007,车型1
G2_009,G2,standard,80,160,175,35,50,25,8,2,WLH,G2_008,车型1
G2_010,G2,standard,120,0,0,50,35,25,8,0,LWH,,车型1
G2_011,G2,standard,120,0,25,50,35,25,8,0,LWH,G2_010,车型1
G2_012,G2,standard,120,0,50,50,35,25,8,0,LWH,G2_011,车型1
G2_013,G2,standard,120,0,75,50,35,25,8,0,LWH,G2_012,车型1
G2_014,G2,standard,120,0,100,50,35,25,8,0,LWH,G2_013,车型1
G2_015,G2,standard,120,0,125,50,35,25,8,0,LWH,G2_014,车型1
G2_016,G2,standard,120,0,150,50,35,25,8,0,LWH,G2_015,车型1
G2_017,G2,standard,120,0,175,50,35,25,8,0,LWH,G2_016,车型1
G2_018,G2,standard,120,35,0,50,35,25,8,0,LWH,,车型1
G2_019,G2,standard,120,35,25,50,35,25,8,0,LWH,G2_018,车型1
G2_020,G2,standard,120,35,50,50,35,25,8,0,LWH,G2_019,车型1
G2_021,G2,standard,120,35,75,50,35,25,8,0,LWH,G2_020,车型1
G2_022,G2,standard,120,35,100,50,35,25,8,0,LWH,G2_021,车型1
G2_023,G2,standard,120,35,125,50,35,25,8,0,LWH,G2_022,车型1
G2_024,G2,standard,120,35,150,50,35,25,8,0,LWH,G2_023,车型1
G2_025,G2,standard,120,35,175,50,35,25,8,0,LWH,G2_024,车型1
G2_026,G2,standard,120,70,0,50,35,25,8,0,LWH,,车型1
G2_027,G2,standard,120,70,25,50,35,25,8,0,LWH,G2_026,车型1
G2_028,G2,standard,120,70,50,50,35,25,8,0,LWH,G2_027,车型1
G2_029,G2,standard,120,70,75,50,35,25,8,0,LWH,G2_028,车型1
G2_030,G2,standard,120,70,100,50,35,25,8,0,LWH,G2_029,车型1
G2_031,G2,standard,120,70,125,50,35,25,8,0,LWH,G2_030,车型1
G2_032,G2,standard,120,70,150,50,35,25,8,0,LWH,G2_031,车型1
G2_033,G2,standard,120,70,175,50,35,25,8,0,LWH,G2_032,车型1
G2_034,G2,standard,120,105,0,50,35,25,8,0,LWH,,车型1
G2_035,G2,standard,120,105,25,50,35,25,8,0,LWH,G2_034,车型1
G2_036,G2,standard,120,105,50,50,35,25,8,0,LWH,G2_035,车型1
G2_037,G2,standard,120,105,75,50,35,25,8,0,LWH,G2_036,车型1
G2_038,G2,standard,120,105,100,50,35,25,8,0,LWH,G2_037,车型1
G2_039,G2,standard,120,105,125,50,35,25,8,0,LWH,G2_038,车型1
G2_040,G2,standard,120,105,150,50,35,25,8,0,LWH,G2_039,车型1
G2_041,G2,standard,120,105,175,50,35,25,8,0,LWH,G2_040,车型1
G2_042,G2,standard,120,140,0,50,35,25,8,0,LWH,,车型1
G2_043,G2,standard,120,140,25,50,35,25,8,0,LWH,G2_042,车型1
G2_044,G2,standard,120,140,50,50,35,25,8,0,LWH,G2_043,车型1
G2_045,G2,standard,120,140,75,50,35,25,8,0,LWH,G2_044,车型1
G2_046,G2,standard,120,140,100,50,35,25,8,0,LWH,G2_045,车型1
G2_047,G2,standard,120,140,125,50,35,25,8,0,LWH,G2_046,车型1
G2_048,G2,standard,120,140,150,50,35,25,8,0,LWH,G2_047,车型1
G2_049,G2,standard,120,140,175,50,35,25,8,0,LWH,G2_048,车型1
G1_001,G1,standard,120,175,0,40,30,60,12,3,WHL,,车型1
G1_002,G1,standard,120,175,60,40,30,60,12,3,WHL,G1_001,车型1
G1_003,G1,standard,120,175,120,40,30,60,12,3,WHL,G1_002,车型1
G2_050,G2,standard,170,0,0,50,35,25,8,0,LWH,,车型1
G1_004,G1,standard,170,0,25,40,30,60,12,3,WHL,G2_050,车型1
G1_005,G1,standard,170,0,85,40,30,60,12,3,WHL,G1_004,车型1
G1_006,G1,standard,170,0,145,40,30,60,12,3,WHL,G1_005,车型1
G1_007,G1,standard,170,35,0,40,60,30,12,2,WLH,,车型1
G1_008,G1,standard,170,35,30,40,60,30,12,2,WLH,G1_007,车型1
G1_009,G1,standard,170,35,60,40,60,30,12,2,WLH,G1_008,车型1
G1_010,G1,standard,170,35,90,40,60,30,12,2,WLH,G1_009,车型1
G1_011,G1,standard,170,35,120,40,60,30,12,2,WLH,G1_010,车型1
G1_012,G1,standard,170,35,150,40,60,30,12,2,WLH,G1_011,车型1
G1_013,G1,standard,170,35,180,40,60,30,12,2,WLH,G1_012,车型1
G1_014,G1,standard,170,95,0,40,60,30,12,2,WLH,,车型1
G1_015,G1,standard,170,95,30,40,60,30,12,2,WLH,G1_014,车型1
G1_016,G1,standard,170,95,60,40,60,30,12,2,WLH,G1_015,车型1
G1_017,G1,standard,170,95,90,40,60,30,12,2,WLH,G1_016,车型1
G1_018,G1,standard,170,95,120,40,60,30,12,2,WLH,G1_017,车型1
G1_019,G1,standard,170,95,150,40,60,30,12,2,WLH,G1_018,车型1
G1_020,G1,standard,170,155,0,40,30,60,12,3,WHL,,车型1
G1_021,G1,standard,170,155,60,40,30,60,12,3,WHL,G1_020,车型1
G1_022,G1,standard,170,155,120,40,30,60,12,3,WHL,G1_021,车型1
G2_051,G2,standard,220,0,0,50,35,25,8,0,LWH,,车型1
G1_023,G1,standard,220,0,25,40,30,60,12,3,WHL,G2_051,车型1
G1_024,G1,standard,220,0,85,40,30,60,12,3,WHL,G1_023,车型1
G1_025,G1,standard,220,0,145,40,30,60,12,3,WHL,G1_024,车型1
G2_052,G2,standard,210,35,0,50,35,25,8,0,LWH,,车型1
G1_026,G1,standard,210,35,25,40,30,60,12,3,WHL,G2_052,车型1
G1_027,G1,standard,210,35,85,40,30,60,12,3,WHL,G1_026,车型1
G1_028,G1,standard,210,35,145,40,30,60,12,3,WHL,G1_027,车型1
G1_029,G1,standard,210,70,0,40,60,30,12,2,WLH,,车型1
G1_030,G1,standard,210,70,30,40,60,30,12,2,WLH,G1_029,车型1
G1_031,G1,standard,210,70,60,40,60,30,12,2,WLH,G1_030,车型1
G1_032,G1,standard,210,70,90,40,60,30,12,2,WLH,G1_031,车型1
G1_033,G1,standard,210,70,120,40,60,30,12,2,WLH,G1_032,车型1
G1_034,G1,standard,210,70,150,40,60,30,12,2,WLH,G1_033,车型1
G1_035,G1,standard,210,130,0,40,60,30,12,2,WLH,,车型1
G1_036,G1,standard,210,130,30,40,60,30,12,2,WLH,G1_035,车型1
G1_037,G1,standard,210,130,60,40,60,30,12,2,WLH,G1_036,车型1
G1_038,G1,standard,210,130,90,40,60,30,12,2,WLH,G1_037,车型1
G1_039,G1,standard,210,130,120,40,60,30,12,2,WLH,G1_038,车型1
G1_040,G1,standard,210,130,150,40,60,30,12,2,WLH,G1_039,车型1
G2_053,G2,standard,170,185,0,35,25,50,8,3,WHL,,车型1
G1_041,G1,standard,270,0,0,60,40,30,12,0,LWH,,车型1
G1_042,G1,standard,270,0,30,60,40,30,12,0,LWH,G1_041,车型1
G1_043,G1,standard,270,0,60,60,40,30,12,0,LWH,G1_042,车型1
G1_044,G1,standard,270,0,90,60,40,30,12,0,LWH,G1_043,车型1
G1_045,G1,standard,270,0,120,60,40,30,12,0,LWH,G1_044,车型1
G1_046,G1,standard,270,40,0,60,40,30,12,0,LWH,,车型1
G1_047,G1,standard,270,40,30,60,40,30,12,0,LWH,G1_046,车型1
G1_048,G1,standard,270,40,60,60,40,30,12,0,LWH,G1_047,车型1
G1_049,G1,standard,270,40,90,60,40,30,12,0,LWH,G1_048,车型1
G1_050,G1,standard,270,40,120,60,40,30,12,0,LWH,G1_049,车型1
G1_051,G1,standard,270,80,0,60,40,30,12,0,LWH,,车型1
G1_052,G1,standard,270,80,30,60,40,30,12,0,LWH,G1_051,车型1
G1_053,G1,standard,270,80,60,60,40,30,12,0,LWH,G1_052,车型1
G1_054,G1,standard,270,80,90,60,40,30,12,0,LWH,G1_053,车型1
G1_055,G1,standard,270,80,120,60,40,30,12,0,LWH,G1_054,车型1
G4_001,G4,oriented,330,0,0,80,60,50,25,0,LWH,,车型1
G4_002,G4,oriented,330,0,50,80,60,50,25,0,LWH,G4_001,车型1
G4_003,G4,oriented,330,60,0,80,60,50,25,0,LWH,,车型1
G4_004,G4,oriented,330,60,50,80,60,50,25,0,LWH,G4_003,车型1
G4_005,G4,oriented,330,0,100,80,60,50,25,0,LWH,G4_002,车型1
G4_006,G4,oriented,330,60,100,80,60,50,25,0,LWH,G4_004,车型1
G4_007,G4,oriented,270,120,0,80,60,50,25,0,LWH,,车型1
G4_008,G4,oriented,270,120,50,80,60,50,25,0,LWH,G4_007,车型1
G2_054,G2,standard,270,180,0,50,25,35,8,1,LHW,,车型1
