item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by,truck_id
G5_037,G5,oriented,280,40,0,40,40,60,18,1,LWH,,车型1
G5_038,G5,oriented,280,40,60,40,40,60,18,1,LWH,G5_037,车型1
G5_039,G5,oriented,280,40,120,40,40,60,18,1,LWH,G5_038,车型1
G5_040,G5,oriented,280,80,0,40,40,60,18,1,LWH,,车型1
G5_041,G5,oriented,280,80,60,40,40,60,18,1,LWH,G5_040,车型1
G5_042,G5,oriented,280,80,120,40,40,60,18,1,LWH,G5_041,车型1
G5_043,G5,oriented,280,120,0,40,40,60,18,1,LWH,,车型1
G5_044,G5,oriented,280,120,60,40,40,60,18,1,LWH,G5_043,车型1
G5_045,G5,oriented,280,120,120,40,40,60,18,1,LWH,G5_044,车型1
G5_046,G5,oriented,280,160,0,40,40,60,18,1,LWH,,车型1
G5_047,G5,oriented,280,160,60,40,40,60,18,1,LWH,G5_046,车型1
G5_048,G5,oriented,280,160,120,40,40,60,18,1,LWH,G5_047,车型1
G5_049,G5,oriented,320,0,0,40,40,60,18,1,LWH,,车型1
G5_050,G5,oriented,320,0,60,40,40,60,18,1,LWH,G5_049,车型1
G5_051,G5,oriented,320,0,120,40,40,60,18,1,LWH,G5_050,车型1
G3_001,G3,fragile,360,0,0,50,70,40,15,2,WLH,,车型1
G3_002,G3,fragile,360,70,0,50,70,40,15,2,WLH,,车型1
G3_003,G3,fragile,360,140,0,50,70,40,15,2,WLH,,车型1
G5_052,G5,oriented,320,40,0,40,40,60,18,1,LWH,,车型1
G5_053,G5,oriented,320,40,60,40,40,60,18,1,LWH,G5_052,车型1
G5_054,G5,oriented,320,40,120,40,40,60,18,1,LWH,G5_053,车型1
G5_055,G5,oriented,320,80,0,40,40,60,18,1,LWH,,车型1
