item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by,truck_id
G4_031,G4,oriented,80,180,100,80,60,50,25,1,LWH,G4_030,车型2
G4_032,G4,oriented,80,180,150,80,60,50,25,1,LWH,G4_031,车型2
G4_033,G4,oriented,160,0,0,80,60,50,25,1,LWH,,车型2
G4_034,G4,oriented,160,0,50,80,60,50,25,1,LWH,G4_033,车型2
G4_035,G4,oriented,160,0,100,80,60,50,25,1,LWH,G4_034,车型2
G4_036,G4,oriented,160,0,150,80,60,50,25,1,LWH,G4_035,车型2
G4_037,G4,oriented,160,60,0,80,60,50,25,1,LWH,,车型2
G4_038,G4,oriented,160,60,50,80,60,50,25,1,LWH,G4_037,车型2
G4_039,G4,oriented,160,60,100,80,60,50,25,1,LWH,G4_038,车型2
G4_040,G4,oriented,160,60,150,80,60,50,25,1,LWH,G4_039,车型2
G4_041,G4,oriented,160,120,0,80,60,50,25,1,LWH,,车型2
G4_042,G4,oriented,160,120,50,80,60,50,25,1,LWH,G4_041,车型2
G4_043,G4,oriented,160,120,100,80,60,50,25,1,LWH,G4_042,车型2
G4_044,G4,oriented,160,120,150,80,60,50,25,1,LWH,G4_043,车型2
G4_045,G4,oriented,160,180,0,80,60,50,25,1,LWH,,车型2
G4_046,G4,oriented,160,180,50,80,60,50,25,1,LWH,G4_045,车型2
G4_047,G4,oriented,160,180,100,80,60,50,25,1,LWH,G4_046,车型2
G4_048,G4,oriented,160,180,150,80,60,50,25,1,LWH,G4_047,车型2
G4_049,G4,oriented,240,0,0,80,60,50,25,1,LWH,,车型2
G4_050,G4,oriented,240,0,50,80,60,50,25,1,LWH,G4_049,车型2
G4_051,G4,oriented,240,0,100,80,60,50,25,1,LWH,G4_050,车型2
G4_052,G4,oriented,240,0,150,80,60,50,25,1,LWH,G4_051,车型2
G4_053,G4,oriented,240,60,0,80,60,50,25,1,LWH,,车型2
G4_054,G4,oriented,240,60,50,80,60,50,25,1,LWH,G4_053,车型2
G4_055,G4,oriented,240,60,100,80,60,50,25,1,LWH,G4_054,车型2
G4_056,G4,oriented,240,60,150,80,60,50,25,1,LWH,G4_055,车型2
G4_057,G4,oriented,240,120,0,80,60,50,25,1,LWH,,车型2
G4_058,G4,oriented,240,120,50,80,60,50,25,1,LWH,G4_057,车型2
G4_059,G4,oriented,240,120,100,80,60,50,25,1,LWH,G4_058,车型2
G4_060,G4,oriented,240,120,150,80,60,50,25,1,LWH,G4_059,车型2
G4_061,G4,oriented,240,180,0,80,60,50,25,1,LWH,,车型2
G4_062,G4,oriented,240,180,50,80,60,50,25,1,LWH,G4_061,车型2
G5_001,G5,oriented,240,180,100,40,40,60,18,1,LWH,G4_062,车型2
G5_002,G5,oriented,240,180,160,40,40,60,18,1,LWH,G5_001,车型2
G5_003,G5,oriented,320,0,0,40,40,60,18,1,LWH,,车型2
G5_004,G5,oriented,320,0,60,40,40,60,18,1,LWH,G5_003,车型2
G5_005,G5,oriented,320,0,120,40,40,60,18,1,LWH,G5_004,车型2
G5_006,G5,oriented,320,0,180,40,40,60,18,1,LWH,G5_005,车型2
G5_007,G5,oriented,320,40,0,40,40,60,18,1,LWH,,车型2
G5_008,G5,oriented,320,40,60,40,40,60,18,1,LWH,G5_007,车型2
G5_009,G5,oriented,320,40,120,40,40,60,18,1,LWH,G5_008,车型2
G5_010,G5,oriented,320,40,180,40,40,60,18,1,LWH,G5_009,车型2
G5_011,G5,oriented,320,80,0,40,40,60,18,1,LWH,,车型2
G5_012,G5,oriented,320,80,60,40,40,60,18,1,LWH,G5_011,车型2
G5_013,G5,oriented,320,80,120,40,40,60,18,1,LWH,G5_012,车型2
G5_014,G5,oriented,320,80,180,40,40,60,18,1,LWH,G5_013,车型2
G5_015,G5,oriented,320,120,0,40,40,60,18,1,LWH,,车型2
G5_016,G5,oriented,320,120,60,40,40,60,18,1,LWH,G5_015,车型2
G5_017,G5,oriented,320,120,120,40,40,60,18,1,LWH,G5_016,车型2
G5_018,G5,oriented,320,120,180,40,40,60,18,1,LWH,G5_017,车型2
G5_019,G5,oriented,320,160,0,40,40,60,18,1,LWH,,车型2
G5_020,G5,oriented,320,160,60,40,40,60,18,1,LWH,G5_019,车型2
G5_021,G5,oriented,320,160,120,40,40,60,18,1,LWH,G5_020,车型2
G5_022,G5,oriented,320,160,180,40,40,60,18,1,LWH,G5_021,车型2
G5_023,G5,oriented,320,200,0,40,40,60,18,1,LWH,,车型2
G5_024,G5,oriented,320,200,60,40,40,60,18,1,LWH,G5_023,车型2
G5_025,G5,oriented,320,200,120,40,40,60,18,1,LWH,G5_024,车型2
G5_026,G5,oriented,320,200,180,40,40,60,18,1,LWH,G5_025,车型2
G5_027,G5,oriented,360,0,0,40,40,60,18,1,LWH,,车型2
G5_028,G5,oriented,360,0,60,40,40,60,18,1,LWH,G5_027,车型2
G5_029,G5,oriented,360,0,120,40,40,60,18,1,LWH,G5_028,车型2
G5_030,G5,oriented,360,0,180,40,40,60,18,1,LWH,G5_029,车型2
G5_031,G5,oriented,360,40,0,40,40,60,18,1,LWH,,车型2
G5_032,G5,oriented,360,40,60,40,40,60,18,1,LWH,G5_031,车型2
G5_033,G5,oriented,360,40,120,40,40,60,18,1,LWH,G5_032,车型2
G5_034,G5,oriented,360,40,180,40,40,60,18,1,LWH,G5_033,车型2
G5_035,G5,oriented,360,80,0,40,40,60,18,1,LWH,,车型2
G5_036,G5,oriented,360,80,60,40,40,60,18,1,LWH,G5_035,车型2
G5_037,G5,oriented,360,80,120,40,40,60,18,1,LWH,G5_036,车型2
G5_038,G5,oriented,360,80,180,40,40,60,18,1,LWH,G5_037,车型2
G5_039,G5,oriented,360,120,0,40,40,60,18,1,LWH,,车型2
G5_040,G5,oriented,360,120,60,40,40,60,18,1,LWH,G5_039,车型2
G5_041,G5,oriented,360,120,120,40,40,60,18,1,LWH,G5_040,车型2
G5_042,G5,oriented,360,120,180,40,40,60,18,1,LWH,G5_041,车型2
G5_043,G5,oriented,360,160,0,40,40,60,18,1,LWH,,车型2
G5_044,G5,oriented,360,160,60,40,40,60,18,1,LWH,G5_043,车型2
G5_045,G5,oriented,360,160,120,40,40,60,18,1,LWH,G5_044,车型2
G5_046,G5,oriented,360,160,180,40,40,60,18,1,LWH,G5_045,车型2
G5_047,G5,oriented,360,200,0,40,40,60,18,1,LWH,,车型2
G5_048,G5,oriented,360,200,60,40,40,60,18,1,LWH,G5_047,车型2
G5_049,G5,oriented,360,200,120,40,40,60,18,1,LWH,G5_048,车型2
G5_050,G5,oriented,360,200,180,40,40,60,18,1,LWH,G5_049,车型2
G5_051,G5,oriented,400,0,0,40,40,60,18,1,LWH,,车型2
G5_052,G5,oriented,400,0,60,40,40,60,18,1,LWH,G5_051,车型2
G5_053,G5,oriented,400,0,120,40,40,60,18,1,LWH,G5_052,车型2
G5_054,G5,oriented,400,0,180,40,40,60,18,1,LWH,G5_053,车型2
G5_055,G5,oriented,400,40,0,40,40,60,18,1,LWH,,车型2
G5_056,G5,oriented,400,40,60,40,40,60,18,1,LWH,G5_055,车型2
G5_057,G5,oriented,400,40,120,40,40,60,18,1,LWH,G5_056,车型2
G5_058,G5,oriented,400,40,180,40,40,60,18,1,LWH,G5_057,车型2
G5_059,G5,oriented,400,80,0,40,40,60,18,1,LWH,,车型2
G5_060,G5,oriented,400,80,60,40,40,60,18,1,LWH,G5_059,车型2
G5_061,G5,oriented,400,80,120,40,40,60,18,1,LWH,G5_060,车型2
G5_062,G5,oriented,400,80,180,40,40,60,18,1,LWH,G5_061,车型2
G5_063,G5,oriented,400,120,0,40,40,60,18,1,LWH,,车型2
G5_064,G5,oriented,400,120,60,40,40,60,18,1,LWH,G5_063,车型2
G5_065,G5,oriented,400,120,120,40,40,60,18,1,LWH,G5_064,车型2
G5_066,G5,oriented,400,120,180,40,40,60,18,1,LWH,G5_065,车型2
G5_067,G5,oriented,400,160,0,40,40,60,18,1,LWH,,车型2
G5_068,G5,oriented,400,160,60,40,40,60,18,1,LWH,G5_067,车型2
G5_069,G5,oriented,400,160,120,40,40,60,18,1,LWH,G5_068,车型2
G5_070,G5,oriented,400,160,180,40,40,60,18,1,LWH,G5_069,车型2
G5_071,G5,oriented,400,200,0,40,40,60,18,1,LWH,,车型2
G5_072,G5,oriented,400,200,60,40,40,60,18,1,LWH,G5_071,车型2
G5_073,G5,oriented,400,200,120,40,40,60,18,1,LWH,G5_072,车型2
G5_074,G5,oriented,400,200,180,40,40,60,18,1,LWH,G5_073,车型2
G5_075,G5,oriented,440,0,0,40,40,60,18,1,LWH,,车型2
G5_076,G5,oriented,440,0,60,40,40,60,18,1,LWH,G5_075,车型2
G5_077,G5,oriented,440,0,120,40,40,60,18,1,LWH,G5_076,车型2
G5_078,G5,oriented,440,0,180,40,40,60,18,1,LWH,G5_077,车型2
G5_079,G5,oriented,440,40,0,40,40,60,18,1,LWH,,车型2
G5_080,G5,oriented,440,40,60,40,40,60,18,1,LWH,G5_079,车型2
G5_081,G5,oriented,440,40,120,40,40,60,18,1,LWH,G5_080,车型2
G5_082,G5,oriented,440,40,180,40,40,60,18,1,LWH,G5_081,车型2
G5_083,G5,oriented,440,80,0,40,40,60,18,1,LWH,,车型2
G5_084,G5,oriented,440,80,60,40,40,60,18,1,LWH,G5_083,车型2
G5_085,G5,oriented,440,80,120,40,40,60,18,1,LWH,G5_084,车型2
G5_086,G5,oriented,440,80,180,40,40,60,18,1,LWH,G5_085,车型2
G5_087,G5,oriented,440,120,0,40,40,60,18,1,LWH,,车型2
G5_088,G5,oriented,440,120,60,40,40,60,18,1,LWH,G5_087,车型2
G5_089,G5,oriented,440,120,120,40,40,60,18,1,LWH,G5_088,车型2
G5_090,G5,oriented,440,120,180,40,40,60,18,1,LWH,G5_089,车型2
G5_091,G5,oriented,440,160,0,40,40,60,18,1,LWH,,车型2
G5_092,G5,oriented,440,160,60,40,40,60,18,1,LWH,G5_091,车型2
G5_093,G5,oriented,440,160,120,40,40,60,18,1,LWH,G5_092,车型2
G5_094,G5,oriented,440,160,180,40,40,60,18,1,LWH,G5_093,车型2
G5_095,G5,oriented,440,200,0,40,40,60,18,1,LWH,,车型2
G5_096,G5,oriented,440,200,60,40,40,60,18,1,LWH,G5_095,车型2
G5_097,G5,oriented,440,200,120,40,40,60,18,1,LWH,G5_096,车型2
G5_098,G5,oriented,440,200,180,40,40,60,18,1,LWH,G5_097,车型2
G5_099,G5,oriented,480,0,0,40,40,60,18,1,LWH,,车型2
G5_100,G5,oriented,480,0,60,40,40,60,18,1,LWH,G5_099,车型2
G5_101,G5,oriented,480,0,120,40,40,60,18,1,LWH,G5_100,车型2
G5_102,G5,oriented,480,0,180,40,40,60,18,1,LWH,G5_101,车型2
G5_103,G5,oriented,480,40,0,40,40,60,18,1,LWH,,车型2
G5_104,G5,oriented,480,40,60,40,40,60,18,1,LWH,G5_103,车型2
G5_105,G5,oriented,480,40,120,40,40,60,18,1,LWH,G5_104,车型2
G5_106,G5,oriented,480,40,180,40,40,60,18,1,LWH,G5_105,车型2
G5_107,G5,oriented,480,80,0,40,40,60,18,1,LWH,,车型2
G5_108,G5,oriented,480,80,60,40,40,60,18,1,LWH,G5_107,车型2
G5_109,G5,oriented,480,80,120,40,40,60,18,1,LWH,G5_108,车型2
G5_110,G5,oriented,480,80,180,40,40,60,18,1,LWH,G5_109,车型2
G5_111,G5,oriented,480,120,0,40,40,60,18,1,LWH,,车型2
G5_112,G5,oriented,480,120,60,40,40,60,18,1,LWH,G5_111,车型2
G5_113,G5,oriented,480,120,120,40,40,60,18,1,LWH,G5_112,车型2
G3_001,G3,fragile,520,0,0,50,70,40,15,2,WLH,,车型2
G3_002,G3,fragile,520,70,0,50,70,40,15,2,WLH,,车型2
G3_003,G3,fragile,520,140,0,50,70,40,15,2,WLH,,车型2
G3_004,G3,fragile,570,0,0,70,50,40,15,1,LWH,,车型2
G3_005,G3,fragile,570,50,0,70,50,40,15,1,LWH,,车型2
G3_006,G3,fragile,570,100,0,70,50,40,15,1,LWH,,车型2
G3_007,G3,fragile,570,150,0,70,50,40,15,1,LWH,,车型2
G5_114,G5,oriented,570,200,0,40,40,60,18,1,LWH,,车型2
G5_115,G5,oriented,570,200,60,40,40,60,18,1,LWH,G5_114,车型2
G5_116,G5,oriented,570,200,120,40,40,60,18,1,LWH,G5_115,车型2
