vehicle_id,space_utilization,weight_utilization,fullness_score,target_counts,actual_counts,loaded_weight_kg,loaded_volume_cm3,feasible_full_pack,policy_desc
车型1_019,0.33512,0.122167,0.275493,"{'G3': 14, 'G4': 15, 'G5': 0, 'G1': 7, 'G2': 8}","{'G3': 14, 'G4': 15, 'G1': 7, 'G2': 8}",733.0,6414000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_020,0.33512,0.122167,0.275493,"{'G3': 14, 'G4': 15, 'G5': 0, 'G1': 7, 'G2': 8}","{'G3': 14, 'G4': 15, 'G1': 7, 'G2': 8}",733.0,6414000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_021,0.33512,0.122167,0.275493,"{'G3': 14, 'G4': 15, 'G5': 0, 'G1': 7, 'G2': 8}","{'G3': 14, 'G4': 15, 'G1': 7, 'G2': 8}",733.0,6414000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_022,0.653312,0.271,0.546265,"{'G3': 6, 'G4': 30, 'G5': 21, 'G1': 34, 'G2': 0}","{'G3': 6, 'G4': 30, 'G5': 21, 'G1': 34}",1626.0,12504000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_023,0.774946,0.2995,0.641821,"{'G3': 0, 'G4': 45, 'G5': 0, 'G1': 56, 'G2': 0}","{'G4': 45, 'G1': 56}",1797.0,14832000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_024,0.744851,0.396667,0.647359,"{'G3': 0, 'G4': 10, 'G5': 77, 'G1': 62, 'G2': 0}","{'G4': 10, 'G5': 77, 'G1': 62}",2380.0,14256000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_025,0.522234,0.278,0.453849,"{'G3': 0, 'G4': 0, 'G5': 0, 'G1': 137, 'G2': 3}","{'G1': 137, 'G2': 3}",1668.0,9995250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_026,0.543382,0.307667,0.477382,"{'G3': 0, 'G4': 0, 'G5': 45, 'G1': 65, 'G2': 32}","{'G2': 32, 'G1': 65, 'G5': 45}",1846.0,10400000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_027,0.370531,0.204667,0.324089,"{'G3': 0, 'G4': 0, 'G5': 0, 'G1': 59, 'G2': 65}","{'G2': 65, 'G1': 59}",1228.0,7091750,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_028,0.520353,0.298,0.458094,"{'G3': 0, 'G4': 0, 'G5': 46, 'G1': 46, 'G2': 51}","{'G2': 51, 'G1': 46, 'G5': 46}",1788.0,9959250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_029,0.366103,0.202667,0.320341,"{'G3': 0, 'G4': 0, 'G5': 0, 'G1': 56, 'G2': 68}","{'G2': 68, 'G1': 56}",1216.0,7007000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_030,0.520353,0.298,0.458094,"{'G3': 0, 'G4': 0, 'G5': 46, 'G1': 46, 'G2': 51}","{'G5': 46, 'G1': 46, 'G2': 51}",1788.0,9959250,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_031,0.518877,0.297333,0.456845,"{'G3': 0, 'G4': 0, 'G5': 46, 'G1': 45, 'G2': 52}","{'G2': 52, 'G1': 45, 'G5': 46}",1784.0,9931000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_032,0.355105,0.198,0.311116,"{'G3': 0, 'G4': 0, 'G5': 0, 'G1': 47, 'G2': 78}","{'G2': 78, 'G1': 47}",1188.0,6796500,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_033,0.579955,0.342,0.513328,"{'G3': 0, 'G4': 0, 'G5': 50, 'G1': 0, 'G2': 144}","{'G5': 50, 'G2': 144}",2052.0,11100000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_034,0.579955,0.342,0.513328,"{'G3': 0, 'G4': 0, 'G5': 50, 'G1': 0, 'G2': 144}","{'G5': 50, 'G2': 144}",2052.0,11100000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_035,0.721026,0.428,0.638979,"{'G3': 0, 'G4': 0, 'G5': 100, 'G1': 0, 'G2': 96}","{'G5': 100, 'G2': 96}",2568.0,13800000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
车型1_036,0.223309,0.131667,0.197649,"{'G3': 0, 'G4': 0, 'G5': 19, 'G1': 0, 'G2': 56}","{'G2': 56, 'G5': 19}",790.0,4274000,True,g3_ratio=0.60;order=G4-G5-G1-G2;wf=0.60;wr=0.20;wv=0.20;row=0;relax=0
