truck_id,truck_type,item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by
T001,车型1,G4_385,G4,oriented,240,120,0,80,60,50,25,0,LWH,
T001,车型1,G4_386,G4,oriented,240,120,50,80,60,50,25,0,LWH,G4_385
T001,车型1,G4_387,G4,oriented,240,120,100,80,60,50,25,0,LWH,G4_386
T001,车型1,G4_388,G4,oriented,240,120,150,80,60,50,25,0,LWH,G4_387
T001,车型1,G4_389,G4,oriented,320,0,0,80,60,50,25,0,LWH,
T001,车型1,G4_390,G4,oriented,320,0,50,80,60,50,25,0,LWH,G4_389
T001,车型1,G4_391,G4,oriented,320,0,100,80,60,50,25,0,LWH,G4_390
T001,车型1,G4_392,G4,oriented,320,0,150,80,60,50,25,0,LWH,G4_391
T001,车型1,G4_393,G4,oriented,320,60,0,80,60,50,25,0,LWH,
T001,车型1,G4_394,G4,oriented,320,60,50,80,60,50,25,0,LWH,G4_393
T001,车型1,G4_395,G4,oriented,320,60,100,80,60,50,25,0,LWH,G4_394
T001,车型1,G4_396,G4,oriented,320,60,150,80,60,50,25,0,LWH,G4_395
T001,车型1,G4_397,G4,oriented,320,120,0,80,60,50,25,0,LWH,
T001,车型1,G4_398,G4,oriented,320,120,50,80,60,50,25,0,LWH,G4_397
T001,车型1,G4_399,G4,oriented,320,120,100,80,60,50,25,0,LWH,G4_398
T001,车型1,G4_400,G4,oriented,320,120,150,80,60,50,25,0,LWH,G4_399
T001,车型1,G1_776,G1,standard,0,180,0,60,30,40,12,1,LHW,
T001,车型1,G1_777,G1,standard,0,180,40,60,30,40,12,1,LHW,G1_776
T001,车型1,G1_778,G1,standard,0,180,80,60,30,40,12,1,LHW,G1_777
T001,车型1,G1_779,G1,standard,0,180,120,60,30,40,12,1,LHW,G1_778
T001,车型1,G1_780,G1,standard,0,180,160,60,30,40,12,1,LHW,G1_779
T001,车型1,G1_781,G1,standard,80,180,0,60,30,40,12,1,LHW,
T001,车型1,G1_782,G1,standard,80,180,40,60,30,40,12,1,LHW,G1_781
T001,车型1,G1_783,G1,standard,80,180,80,60,30,40,12,1,LHW,G1_782
T001,车型1,G1_784,G1,standard,80,180,120,60,30,40,12,1,LHW,G1_783
T001,车型1,G1_785,G1,standard,80,180,160,60,30,40,12,1,LHW,G1_784
T001,车型1,G1_786,G1,standard,160,180,0,60,30,40,12,1,LHW,
T001,车型1,G1_787,G1,standard,160,180,40,60,30,40,12,1,LHW,G1_786
T001,车型1,G1_788,G1,standard,160,180,80,60,30,40,12,1,LHW,G1_787
T001,车型1,G1_789,G1,standard,160,180,120,60,30,40,12,1,LHW,G1_788
T001,车型1,G1_790,G1,standard,160,180,160,60,30,40,12,1,LHW,G1_789
T001,车型1,G1_791,G1,standard,240,180,0,60,30,40,12,1,LHW,
T001,车型1,G1_792,G1,standard,240,180,40,60,30,40,12,1,LHW,G1_791
T001,车型1,G1_793,G1,standard,240,180,80,60,30,40,12,1,LHW,G1_792
T001,车型1,G1_794,G1,standard,240,180,120,60,30,40,12,1,LHW,G1_793
T001,车型1,G1_795,G1,standard,240,180,160,60,30,40,12,1,LHW,G1_794
T001,车型1,G1_796,G1,standard,320,180,0,60,30,40,12,1,LHW,
T001,车型1,G1_797,G1,standard,320,180,40,60,30,40,12,1,LHW,G1_796
T001,车型1,G1_798,G1,standard,320,180,80,60,30,40,12,1,LHW,G1_797
T001,车型1,G1_799,G1,standard,320,180,120,60,30,40,12,1,LHW,G1_798
T001,车型1,G1_800,G1,standard,320,180,160,60,30,40,12,1,LHW,G1_799
T002,车型1,G4_281,G4,oriented,0,0,0,80,60,50,25,0,LWH,
T002,车型1,G4_282,G4,oriented,0,0,50,80,60,50,25,0,LWH,G4_281
T002,车型1,G4_283,G4,oriented,0,0,100,80,60,50,25,0,LWH,G4_282
T002,车型1,G4_284,G4,oriented,0,0,150,80,60,50,25,0,LWH,G4_283
T002,车型1,G4_285,G4,oriented,0,60,0,80,60,50,25,0,LWH,
T002,车型1,G4_286,G4,oriented,0,60,50,80,60,50,25,0,LWH,G4_285
T002,车型1,G4_287,G4,oriented,0,60,100,80,60,50,25,0,LWH,G4_286
T002,车型1,G4_288,G4,oriented,0,60,150,80,60,50,25,0,LWH,G4_287
T002,车型1,G4_289,G4,oriented,0,120,0,80,60,50,25,0,LWH,
T002,车型1,G4_290,G4,oriented,0,120,50,80,60,50,25,0,LWH,G4_289
T002,车型1,G4_291,G4,oriented,0,120,100,80,60,50,25,0,LWH,G4_290
T002,车型1,G4_292,G4,oriented,0,120,150,80,60,50,25,0,LWH,G4_291
T002,车型1,G4_293,G4,oriented,80,0,0,80,60,50,25,0,LWH,
T002,车型1,G4_294,G4,oriented,80,0,50,80,60,50,25,0,LWH,G4_293
T002,车型1,G4_295,G4,oriented,80,0,100,80,60,50,25,0,LWH,G4_294
T002,车型1,G4_296,G4,oriented,80,0,150,80,60,50,25,0,LWH,G4_295
T002,车型1,G4_297,G4,oriented,80,60,0,80,60,50,25,0,LWH,
T002,车型1,G4_298,G4,oriented,80,60,50,80,60,50,25,0,LWH,G4_297
T002,车型1,G4_299,G4,oriented,80,60,100,80,60,50,25,0,LWH,G4_298
T002,车型1,G4_300,G4,oriented,80,60,150,80,60,50,25,0,LWH,G4_299
T002,车型1,G4_301,G4,oriented,80,120,0,80,60,50,25,0,LWH,
T002,车型1,G4_302,G4,oriented,80,120,50,80,60,50,25,0,LWH,G4_301
T002,车型1,G4_303,G4,oriented,80,120,100,80,60,50,25,0,LWH,G4_302
T002,车型1,G4_304,G4,oriented,80,120,150,80,60,50,25,0,LWH,G4_303
T002,车型1,G4_305,G4,oriented,160,0,0,80,60,50,25,0,LWH,
T002,车型1,G4_306,G4,oriented,160,0,50,80,60,50,25,0,LWH,G4_305
T002,车型1,G4_307,G4,oriented,160,0,100,80,60,50,25,0,LWH,G4_306
T002,车型1,G4_308,G4,oriented,160,0,150,80,60,50,25,0,LWH,G4_307
T002,车型1,G4_309,G4,oriented,160,60,0,80,60,50,25,0,LWH,
T002,车型1,G4_310,G4,oriented,160,60,50,80,60,50,25,0,LWH,G4_309
T002,车型1,G4_311,G4,oriented,160,60,100,80,60,50,25,0,LWH,G4_310
T002,车型1,G4_312,G4,oriented,160,60,150,80,60,50,25,0,LWH,G4_311
T002,车型1,G4_313,G4,oriented,160,120,0,80,60,50,25,0,LWH,
T002,车型1,G4_314,G4,oriented,160,120,50,80,60,50,25,0,LWH,G4_313
T002,车型1,G4_315,G4,oriented,160,120,100,80,60,50,25,0,LWH,G4_314
T002,车型1,G4_316,G4,oriented,160,120,150,80,60,50,25,0,LWH,G4_315
T002,车型1,G4_317,G4,oriented,240,0,0,80,60,50,25,0,LWH,
T002,车型1,G4_318,G4,oriented,240,0,50,80,60,50,25,0,LWH,G4_317
T002,车型1,G4_319,G4,oriented,240,0,100,80,60,50,25,0,LWH,G4_318
T002,车型1,G4_320,G4,oriented,240,0,150,80,60,50,25,0,LWH,G4_319
T002,车型1,G4_321,G4,oriented,240,60,0,80,60,50,25,0,LWH,
T002,车型1,G4_322,G4,oriented,240,60,50,80,60,50,25,0,LWH,G4_321
T002,车型1,G4_323,G4,oriented,240,60,100,80,60,50,25,0,LWH,G4_322
T002,车型1,G4_324,G4,oriented,240,60,150,80,60,50,25,0,LWH,G4_323
T002,车型1,G4_325,G4,oriented,240,120,0,80,60,50,25,0,LWH,
T002,车型1,G4_326,G4,oriented,240,120,50,80,60,50,25,0,LWH,G4_325
T002,车型1,G4_327,G4,oriented,240,120,100,80,60,50,25,0,LWH,G4_326
T002,车型1,G4_328,G4,oriented,240,120,150,80,60,50,25,0,LWH,G4_327
T002,车型1,G4_329,G4,oriented,320,0,0,80,60,50,25,0,LWH,
T002,车型1,G4_330,G4,oriented,320,0,50,80,60,50,25,0,LWH,G4_329
T002,车型1,G4_331,G4,oriented,320,0,100,80,60,50,25,0,LWH,G4_330
T002,车型1,G4_332,G4,oriented,320,0,150,80,60,50,25,0,LWH,G4_331
T002,车型1,G4_333,G4,oriented,320,60,0,80,60,50,25,0,LWH,
T002,车型1,G4_334,G4,oriented,320,60,50,80,60,50,25,0,LWH,G4_333
T002,车型1,G4_335,G4,oriented,320,60,100,80,60,50,25,0,LWH,G4_334
T002,车型1,G4_336,G4,oriented,320,60,150,80,60,50,25,0,LWH,G4_335
T002,车型1,G4_337,G4,oriented,320,120,0,80,60,50,25,0,LWH,
T002,车型1,G4_338,G4,oriented,320,120,50,80,60,50,25,0,LWH,G4_337
T002,车型1,G4_339,G4,oriented,320,120,100,80,60,50,25,0,LWH,G4_338
T002,车型1,G4_340,G4,oriented,320,120,150,80,60,50,25,0,LWH,G4_339
T002,车型1,G1_751,G1,standard,0,180,0,60,30,40,12,1,LHW,
T002,车型1,G1_752,G1,standard,0,180,40,60,30,40,12,1,LHW,G1_751
T002,车型1,G1_753,G1,standard,0,180,80,60,30,40,12,1,LHW,G1_752
T002,车型1,G1_754,G1,standard,0,180,120,60,30,40,12,1,LHW,G1_753
T002,车型1,G1_755,G1,standard,0,180,160,60,30,40,12,1,LHW,G1_754
T002,车型1,G1_756,G1,standard,80,180,0,60,30,40,12,1,LHW,
T002,车型1,G1_757,G1,standard,80,180,40,60,30,40,12,1,LHW,G1_756
T002,车型1,G1_758,G1,standard,80,180,80,60,30,40,12,1,LHW,G1_757
T002,车型1,G1_759,G1,standard,80,180,120,60,30,40,12,1,LHW,G1_758
T002,车型1,G1_760,G1,standard,80,180,160,60,30,40,12,1,LHW,G1_759
T002,车型1,G1_761,G1,standard,160,180,0,60,30,40,12,1,LHW,
T002,车型1,G1_762,G1,standard,160,180,40,60,30,40,12,1,LHW,G1_761
T002,车型1,G1_763,G1,standard,160,180,80,60,30,40,12,1,LHW,G1_762
T002,车型1,G1_764,G1,standard,160,180,120,60,30,40,12,1,LHW,G1_763
T002,车型1,G1_765,G1,standard,160,180,160,60,30,40,12,1,LHW,G1_764
T002,车型1,G1_766,G1,standard,240,180,0,60,30,40,12,1,LHW,
T002,车型1,G1_767,G1,standard,240,180,40,60,30,40,12,1,LHW,G1_766
T002,车型1,G1_768,G1,standard,240,180,80,60,30,40,12,1,LHW,G1_767
T002,车型1,G1_769,G1,standard,240,180,120,60,30,40,12,1,LHW,G1_768
T002,车型1,G1_770,G1,standard,240,180,160,60,30,40,12,1,LHW,G1_769
T002,车型1,G1_771,G1,standard,320,180,0,60,30,40,12,1,LHW,
T002,车型1,G1_772,G1,standard,320,180,40,60,30,40,12,1,LHW,G1_771
T002,车型1,G1_773,G1,standard,320,180,80,60,30,40,12,1,LHW,G1_772
T002,车型1,G1_774,G1,standard,320,180,120,60,30,40,12,1,LHW,G1_773
T002,车型1,G1_775,G1,standard,320,180,160,60,30,40,12,1,LHW,G1_774
T003,车型1,G4_221,G4,oriented,0,0,0,80,60,50,25,0,LWH,
T003,车型1,G4_222,G4,oriented,0,0,50,80,60,50,25,0,LWH,G4_221
T003,车型1,G4_223,G4,oriented,0,0,100,80,60,50,25,0,LWH,G4_222
T003,车型1,G4_224,G4,oriented,0,0,150,80,60,50,25,0,LWH,G4_223
T003,车型1,G4_225,G4,oriented,0,60,0,80,60,50,25,0,LWH,
T003,车型1,G4_226,G4,oriented,0,60,50,80,60,50,25,0,LWH,G4_225
T003,车型1,G4_227,G4,oriented,0,60,100,80,60,50,25,0,LWH,G4_226
T003,车型1,G4_228,G4,oriented,0,60,150,80,60,50,25,0,LWH,G4_227
T003,车型1,G4_229,G4,oriented,0,120,0,80,60,50,25,0,LWH,
T003,车型1,G4_230,G4,oriented,0,120,50,80,60,50,25,0,LWH,G4_229
T003,车型1,G4_231,G4,oriented,0,120,100,80,60,50,25,0,LWH,G4_230
T003,车型1,G4_232,G4,oriented,0,120,150,80,60,50,25,0,LWH,G4_231
T003,车型1,G4_233,G4,oriented,80,0,0,80,60,50,25,0,LWH,
T003,车型1,G4_234,G4,oriented,80,0,50,80,60,50,25,0,LWH,G4_233
T003,车型1,G4_235,G4,oriented,80,0,100,80,60,50,25,0,LWH,G4_234
T003,车型1,G4_236,G4,oriented,80,0,150,80,60,50,25,0,LWH,G4_235
T003,车型1,G4_237,G4,oriented,80,60,0,80,60,50,25,0,LWH,
T003,车型1,G4_238,G4,oriented,80,60,50,80,60,50,25,0,LWH,G4_237
T003,车型1,G4_239,G4,oriented,80,60,100,80,60,50,25,0,LWH,G4_238
T003,车型1,G4_240,G4,oriented,80,60,150,80,60,50,25,0,LWH,G4_239
T003,车型1,G4_241,G4,oriented,80,120,0,80,60,50,25,0,LWH,
T003,车型1,G4_242,G4,oriented,80,120,50,80,60,50,25,0,LWH,G4_241
T003,车型1,G4_243,G4,oriented,80,120,100,80,60,50,25,0,LWH,G4_242
T003,车型1,G4_244,G4,oriented,80,120,150,80,60,50,25,0,LWH,G4_243
T003,车型1,G4_245,G4,oriented,160,0,0,80,60,50,25,0,LWH,
T003,车型1,G4_246,G4,oriented,160,0,50,80,60,50,25,0,LWH,G4_245
T003,车型1,G4_247,G4,oriented,160,0,100,80,60,50,25,0,LWH,G4_246
T003,车型1,G4_248,G4,oriented,160,0,150,80,60,50,25,0,LWH,G4_247
T003,车型1,G4_249,G4,oriented,160,60,0,80,60,50,25,0,LWH,
T003,车型1,G4_250,G4,oriented,160,60,50,80,60,50,25,0,LWH,G4_249
T003,车型1,G4_251,G4,oriented,160,60,100,80,60,50,25,0,LWH,G4_250
T003,车型1,G4_252,G4,oriented,160,60,150,80,60,50,25,0,LWH,G4_251
T003,车型1,G4_253,G4,oriented,160,120,0,80,60,50,25,0,LWH,
T003,车型1,G4_254,G4,oriented,160,120,50,80,60,50,25,0,LWH,G4_253
T003,车型1,G4_255,G4,oriented,160,120,100,80,60,50,25,0,LWH,G4_254
T003,车型1,G4_256,G4,oriented,160,120,150,80,60,50,25,0,LWH,G4_255
T003,车型1,G4_257,G4,oriented,240,0,0,80,60,50,25,0,LWH,
T003,车型1,G4_258,G4,oriented,240,0,50,80,60,50,25,0,LWH,G4_257
T003,车型1,G4_259,G4,oriented,240,0,100,80,60,50,25,0,LWH,G4_258
T003,车型1,G4_260,G4,oriented,240,0,150,80,60,50,25,0,LWH,G4_259
T003,车型1,G4_261,G4,oriented,240,60,0,80,60,50,25,0,LWH,
T003,车型1,G4_262,G4,oriented,240,60,50,80,60,50,25,0,LWH,G4_261
T003,车型1,G4_263,G4,oriented,240,60,100,80,60,50,25,0,LWH,G4_262
T003,车型1,G4_264,G4,oriented,240,60,150,80,60,50,25,0,LWH,G4_263
T003,车型1,G4_265,G4,oriented,240,120,0,80,60,50,25,0,LWH,
T003,车型1,G4_266,G4,oriented,240,120,50,80,60,50,25,0,LWH,G4_265
T003,车型1,G4_267,G4,oriented,240,120,100,80,60,50,25,0,LWH,G4_266
T003,车型1,G4_268,G4,oriented,240,120,150,80,60,50,25,0,LWH,G4_267
T003,车型1,G4_269,G4,oriented,320,0,0,80,60,50,25,0,LWH,
T003,车型1,G4_270,G4,oriented,320,0,50,80,60,50,25,0,LWH,G4_269
T003,车型1,G4_271,G4,oriented,320,0,100,80,60,50,25,0,LWH,G4_270
T003,车型1,G4_272,G4,oriented,320,0,150,80,60,50,25,0,LWH,G4_271
T003,车型1,G4_273,G4,oriented,320,60,0,80,60,50,25,0,LWH,
T003,车型1,G4_274,G4,oriented,320,60,50,80,60,50,25,0,LWH,G4_273
T003,车型1,G4_275,G4,oriented,320,60,100,80,60,50,25,0,LWH,G4_274
T003,车型1,G4_276,G4,oriented,320,60,150,80,60,50,25,0,LWH,G4_275
T003,车型1,G4_277,G4,oriented,320,120,0,80,60,50,25,0,LWH,
T003,车型1,G4_278,G4,oriented,320,120,50,80,60,50,25,0,LWH,G4_277
T003,车型1,G4_279,G4,oriented,320,120,100,80,60,50,25,0,LWH,G4_278
T003,车型1,G4_280,G4,oriented,320,120,150,80,60,50,25,0,LWH,G4_279
T003,车型1,G1_726,G1,standard,0,180,0,60,30,40,12,1,LHW,
T003,车型1,G1_727,G1,standard,0,180,40,60,30,40,12,1,LHW,G1_726
T003,车型1,G1_728,G1,standard,0,180,80,60,30,40,12,1,LHW,G1_727
T003,车型1,G1_729,G1,standard,0,180,120,60,30,40,12,1,LHW,G1_728
T003,车型1,G1_730,G1,standard,0,180,160,60,30,40,12,1,LHW,G1_729
T003,车型1,G1_731,G1,standard,80,180,0,60,30,40,12,1,LHW,
T003,车型1,G1_732,G1,standard,80,180,40,60,30,40,12,1,LHW,G1_731
T003,车型1,G1_733,G1,standard,80,180,80,60,30,40,12,1,LHW,G1_732
T003,车型1,G1_734,G1,standard,80,180,120,60,30,40,12,1,LHW,G1_733
T003,车型1,G1_735,G1,standard,80,180,160,60,30,40,12,1,LHW,G1_734
T003,车型1,G1_736,G1,standard,160,180,0,60,30,40,12,1,LHW,
T003,车型1,G1_737,G1,standard,160,180,40,60,30,40,12,1,LHW,G1_736
T003,车型1,G1_738,G1,standard,160,180,80,60,30,40,12,1,LHW,G1_737
T003,车型1,G1_739,G1,standard,160,180,120,60,30,40,12,1,LHW,G1_738
T003,车型1,G1_740,G1,standard,160,180,160,60,30,40,12,1,LHW,G1_739
T003,车型1,G1_741,G1,standard,240,180,0,60,30,40,12,1,LHW,
T003,车型1,G1_742,G1,standard,240,180,40,60,30,40,12,1,LHW,G1_741
T003,车型1,G1_743,G1,standard,240,180,80,60,30,40,12,1,LHW,G1_742
T003,车型1,G1_744,G1,standard,240,180,120,60,30,40,12,1,LHW,G1_743
T003,车型1,G1_745,G1,standard,240,180,160,60,30,40,12,1,LHW,G1_744
T003,车型1,G1_746,G1,standard,320,180,0,60,30,40,12,1,LHW,
T003,车型1,G1_747,G1,standard,320,180,40,60,30,40,12,1,LHW,G1_746
T003,车型1,G1_748,G1,standard,320,180,80,60,30,40,12,1,LHW,G1_747
T003,车型1,G1_749,G1,standard,320,180,120,60,30,40,12,1,LHW,G1_748
T003,车型1,G1_750,G1,standard,320,180,160,60,30,40,12,1,LHW,G1_749
T004,车型1,G4_161,G4,oriented,0,0,0,80,60,50,25,0,LWH,
T004,车型1,G4_162,G4,oriented,0,0,50,80,60,50,25,0,LWH,G4_161
T004,车型1,G4_163,G4,oriented,0,0,100,80,60,50,25,0,LWH,G4_162
T004,车型1,G4_164,G4,oriented,0,0,150,80,60,50,25,0,LWH,G4_163
T004,车型1,G4_165,G4,oriented,0,60,0,80,60,50,25,0,LWH,
T004,车型1,G4_166,G4,oriented,0,60,50,80,60,50,25,0,LWH,G4_165
T004,车型1,G4_167,G4,oriented,0,60,100,80,60,50,25,0,LWH,G4_166
T004,车型1,G4_168,G4,oriented,0,60,150,80,60,50,25,0,LWH,G4_167
T004,车型1,G4_169,G4,oriented,0,120,0,80,60,50,25,0,LWH,
T004,车型1,G4_170,G4,oriented,0,120,50,80,60,50,25,0,LWH,G4_169
T004,车型1,G4_171,G4,oriented,0,120,100,80,60,50,25,0,LWH,G4_170
T004,车型1,G4_172,G4,oriented,0,120,150,80,60,50,25,0,LWH,G4_171
T004,车型1,G4_173,G4,oriented,80,0,0,80,60,50,25,0,LWH,
T004,车型1,G4_174,G4,oriented,80,0,50,80,60,50,25,0,LWH,G4_173
T004,车型1,G4_175,G4,oriented,80,0,100,80,60,50,25,0,LWH,G4_174
T004,车型1,G4_176,G4,oriented,80,0,150,80,60,50,25,0,LWH,G4_175
T004,车型1,G4_177,G4,oriented,80,60,0,80,60,50,25,0,LWH,
T004,车型1,G4_178,G4,oriented,80,60,50,80,60,50,25,0,LWH,G4_177
T004,车型1,G4_179,G4,oriented,80,60,100,80,60,50,25,0,LWH,G4_178
T004,车型1,G4_180,G4,oriented,80,60,150,80,60,50,25,0,LWH,G4_179
T004,车型1,G4_181,G4,oriented,80,120,0,80,60,50,25,0,LWH,
T004,车型1,G4_182,G4,oriented,80,120,50,80,60,50,25,0,LWH,G4_181
T004,车型1,G4_183,G4,oriented,80,120,100,80,60,50,25,0,LWH,G4_182
T004,车型1,G4_184,G4,oriented,80,120,150,80,60,50,25,0,LWH,G4_183
T004,车型1,G4_185,G4,oriented,160,0,0,80,60,50,25,0,LWH,
T004,车型1,G4_186,G4,oriented,160,0,50,80,60,50,25,0,LWH,G4_185
T004,车型1,G4_187,G4,oriented,160,0,100,80,60,50,25,0,LWH,G4_186
T004,车型1,G4_188,G4,oriented,160,0,150,80,60,50,25,0,LWH,G4_187
T004,车型1,G4_189,G4,oriented,160,60,0,80,60,50,25,0,LWH,
T004,车型1,G4_190,G4,oriented,160,60,50,80,60,50,25,0,LWH,G4_189
T004,车型1,G4_191,G4,oriented,160,60,100,80,60,50,25,0,LWH,G4_190
T004,车型1,G4_192,G4,oriented,160,60,150,80,60,50,25,0,LWH,G4_191
T004,车型1,G4_193,G4,oriented,160,120,0,80,60,50,25,0,LWH,
T004,车型1,G4_194,G4,oriented,160,120,50,80,60,50,25,0,LWH,G4_193
T004,车型1,G4_195,G4,oriented,160,120,100,80,60,50,25,0,LWH,G4_194
T004,车型1,G4_196,G4,oriented,160,120,150,80,60,50,25,0,LWH,G4_195
T004,车型1,G4_197,G4,oriented,240,0,0,80,60,50,25,0,LWH,
T004,车型1,G4_198,G4,oriented,240,0,50,80,60,50,25,0,LWH,G4_197
T004,车型1,G4_199,G4,oriented,240,0,100,80,60,50,25,0,LWH,G4_198
T004,车型1,G4_200,G4,oriented,240,0,150,80,60,50,25,0,LWH,G4_199
T004,车型1,G4_201,G4,oriented,240,60,0,80,60,50,25,0,LWH,
T004,车型1,G4_202,G4,oriented,240,60,50,80,60,50,25,0,LWH,G4_201
T004,车型1,G4_203,G4,oriented,240,60,100,80,60,50,25,0,LWH,G4_202
T004,车型1,G4_204,G4,oriented,240,60,150,80,60,50,25,0,LWH,G4_203
T004,车型1,G4_205,G4,oriented,240,120,0,80,60,50,25,0,LWH,
T004,车型1,G4_206,G4,oriented,240,120,50,80,60,50,25,0,LWH,G4_205
T004,车型1,G4_207,G4,oriented,240,120,100,80,60,50,25,0,LWH,G4_206
T004,车型1,G4_208,G4,oriented,240,120,150,80,60,50,25,0,LWH,G4_207
T004,车型1,G4_209,G4,oriented,320,0,0,80,60,50,25,0,LWH,
T004,车型1,G4_210,G4,oriented,320,0,50,80,60,50,25,0,LWH,G4_209
T004,车型1,G4_211,G4,oriented,320,0,100,80,60,50,25,0,LWH,G4_210
T004,车型1,G4_212,G4,oriented,320,0,150,80,60,50,25,0,LWH,G4_211
T004,车型1,G4_213,G4,oriented,320,60,0,80,60,50,25,0,LWH,
T004,车型1,G4_214,G4,oriented,320,60,50,80,60,50,25,0,LWH,G4_213
T004,车型1,G4_215,G4,oriented,320,60,100,80,60,50,25,0,LWH,G4_214
T004,车型1,G4_216,G4,oriented,320,60,150,80,60,50,25,0,LWH,G4_215
T004,车型1,G4_217,G4,oriented,320,120,0,80,60,50,25,0,LWH,
T004,车型1,G4_218,G4,oriented,320,120,50,80,60,50,25,0,LWH,G4_217
T004,车型1,G4_219,G4,oriented,320,120,100,80,60,50,25,0,LWH,G4_218
T004,车型1,G4_220,G4,oriented,320,120,150,80,60,50,25,0,LWH,G4_219
T004,车型1,G1_701,G1,standard,0,180,0,60,30,40,12,1,LHW,
T004,车型1,G1_702,G1,standard,0,180,40,60,30,40,12,1,LHW,G1_701
T004,车型1,G1_703,G1,standard,0,180,80,60,30,40,12,1,LHW,G1_702
T004,车型1,G1_704,G1,standard,0,180,120,60,30,40,12,1,LHW,G1_703
T004,车型1,G1_705,G1,standard,0,180,160,60,30,40,12,1,LHW,G1_704
T004,车型1,G1_706,G1,standard,80,180,0,60,30,40,12,1,LHW,
T004,车型1,G1_707,G1,standard,80,180,40,60,30,40,12,1,LHW,G1_706
T004,车型1,G1_708,G1,standard,80,180,80,60,30,40,12,1,LHW,G1_707
T004,车型1,G1_709,G1,standard,80,180,120,60,30,40,12,1,LHW,G1_708
