problem,vehicle_id,truck_name,item_id,type_id,category,x,y,z,length,width,height,weight,rotation,orientation_id,support_by
2.2,车型1_003,车型1,G3_车型1_003_0005,G3,fragile,110,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0006,G3,fragile,110,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0007,G3,fragile,110,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0008,G3,fragile,110,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0009,G3,fragile,180,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0010,G3,fragile,180,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0011,G3,fragile,180,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G3_车型1_003_0012,G3,fragile,180,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_003,车型1,G4_车型1_003_0001,G4,oriented,250,0,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G4_车型1_003_0002,G4,oriented,250,60,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G4_车型1_003_0003,G4,oriented,250,120,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G1_车型1_003_0001,G1,standard,250,180,0,60,30,40,12.00,LHW,2,
2.2,车型1_003,车型1,G4_车型1_003_0004,G4,oriented,330,0,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G4_车型1_003_0005,G4,oriented,330,60,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G4_车型1_003_0006,G4,oriented,330,120,0,80,60,50,25.00,LWH,1,
2.2,车型1_003,车型1,G1_车型1_003_0002,G1,standard,330,180,0,60,30,40,12.00,LHW,2,
2.2,车型1_003,车型1,G1_车型1_003_0003,G1,standard,250,180,40,60,30,40,12.00,LHW,2,G1_车型1_003_0001
2.2,车型1_003,车型1,G1_车型1_003_0004,G1,standard,330,180,40,60,30,40,12.00,LHW,2,G1_车型1_003_0002
2.2,车型1_003,车型1,G4_车型1_003_0007,G4,oriented,250,0,50,80,60,50,25.00,LWH,1,G4_车型1_003_0001
2.2,车型1_003,车型1,G4_车型1_003_0008,G4,oriented,330,0,50,80,60,50,25.00,LWH,1,G4_车型1_003_0004
2.2,车型1_003,车型1,G4_车型1_003_0009,G4,oriented,250,60,50,80,60,50,25.00,LWH,1,G4_车型1_003_0002
2.2,车型1_003,车型1,G4_车型1_003_0010,G4,oriented,330,60,50,80,60,50,25.00,LWH,1,G4_车型1_003_0005
2.2,车型1_003,车型1,G4_车型1_003_0011,G4,oriented,250,120,50,80,60,50,25.00,LWH,1,G4_车型1_003_0003
2.2,车型1_003,车型1,G4_车型1_003_0012,G4,oriented,330,120,50,80,60,50,25.00,LWH,1,G4_车型1_003_0006
2.2,车型1_003,车型1,G1_车型1_003_0005,G1,standard,250,180,80,60,30,40,12.00,LHW,2,G1_车型1_003_0003
2.2,车型1_003,车型1,G1_车型1_003_0006,G1,standard,330,180,80,60,30,40,12.00,LHW,2,G1_车型1_003_0004
2.2,车型1_003,车型1,G4_车型1_003_0013,G4,oriented,250,0,100,80,60,50,25.00,LWH,1,G4_车型1_003_0007
2.2,车型1_003,车型1,G4_车型1_003_0014,G4,oriented,330,0,100,80,60,50,25.00,LWH,1,G4_车型1_003_0008
2.2,车型1_003,车型1,G4_车型1_003_0015,G4,oriented,250,60,100,80,60,50,25.00,LWH,1,G4_车型1_003_0009
2.2,车型1_003,车型1,G4_车型1_003_0016,G4,oriented,330,60,100,80,60,50,25.00,LWH,1,G4_车型1_003_0010
2.2,车型1_003,车型1,G4_车型1_003_0017,G4,oriented,250,120,100,80,60,50,25.00,LWH,1,G4_车型1_003_0011
2.2,车型1_003,车型1,G4_车型1_003_0018,G4,oriented,330,120,100,80,60,50,25.00,LWH,1,G4_车型1_003_0012
2.2,车型1_003,车型1,G1_车型1_003_0007,G1,standard,250,180,120,60,30,40,12.00,LHW,2,G1_车型1_003_0005
2.2,车型1_003,车型1,G1_车型1_003_0008,G1,standard,330,180,120,60,30,40,12.00,LHW,2,G1_车型1_003_0006
2.2,车型1_003,车型1,G4_车型1_003_0019,G4,oriented,250,0,150,80,60,50,25.00,LWH,1,G4_车型1_003_0013
2.2,车型1_003,车型1,G4_车型1_003_0020,G4,oriented,330,0,150,80,60,50,25.00,LWH,1,G4_车型1_003_0014
2.2,车型1_003,车型1,G4_车型1_003_0021,G4,oriented,250,60,150,80,60,50,25.00,LWH,1,G4_车型1_003_0015
2.2,车型1_003,车型1,G4_车型1_003_0022,G4,oriented,330,60,150,80,60,50,25.00,LWH,1,G4_车型1_003_0016
2.2,车型1_003,车型1,G4_车型1_003_0023,G4,oriented,250,120,150,80,60,50,25.00,LWH,1,G4_车型1_003_0017
2.2,车型1_003,车型1,G4_车型1_003_0024,G4,oriented,330,120,150,80,60,50,25.00,LWH,1,G4_车型1_003_0018
2.2,车型1_003,车型1,G1_车型1_003_0009,G1,standard,250,180,160,60,30,40,12.00,LHW,2,G1_车型1_003_0007
2.2,车型1_003,车型1,G1_车型1_003_0010,G1,standard,330,180,160,60,30,40,12.00,LHW,2,G1_车型1_003_0008
2.2,车型1_004,车型1,G5_车型1_004_0001,G5,oriented,0,0,0,40,40,60,18.00,LWH,1,
2.2,车型1_004,车型1,G5_车型1_004_0002,G5,oriented,0,40,0,40,40,60,18.00,LWH,1,
2.2,车型1_004,车型1,G5_车型1_004_0003,G5,oriented,0,80,0,40,40,60,18.00,LWH,1,
2.2,车型1_004,车型1,G5_车型1_004_0004,G5,oriented,0,120,0,40,40,60,18.00,LWH,1,
2.2,车型1_004,车型1,G5_车型1_004_0005,G5,oriented,0,160,0,40,40,60,18.00,LWH,1,
2.2,车型1_004,车型1,G5_车型1_004_0006,G5,oriented,0,0,60,40,40,60,18.00,LWH,1,G5_车型1_004_0001
2.2,车型1_004,车型1,G5_车型1_004_0007,G5,oriented,0,0,120,40,40,60,18.00,LWH,1,G5_车型1_004_0006
2.2,车型1_004,车型1,G5_车型1_004_0008,G5,oriented,0,40,60,40,40,60,18.00,LWH,1,G5_车型1_004_0002
2.2,车型1_004,车型1,G5_车型1_004_0009,G5,oriented,0,40,120,40,40,60,18.00,LWH,1,G5_车型1_004_0008
2.2,车型1_004,车型1,G5_车型1_004_0010,G5,oriented,0,80,60,40,40,60,18.00,LWH,1,G5_车型1_004_0003
2.2,车型1_004,车型1,G5_车型1_004_0011,G5,oriented,0,80,120,40,40,60,18.00,LWH,1,G5_车型1_004_0010
2.2,车型1_004,车型1,G5_车型1_004_0012,G5,oriented,0,120,60,40,40,60,18.00,LWH,1,G5_车型1_004_0004
2.2,车型1_004,车型1,G5_车型1_004_0013,G5,oriented,0,120,120,40,40,60,18.00,LWH,1,G5_车型1_004_0012
2.2,车型1_004,车型1,G5_车型1_004_0014,G5,oriented,0,160,60,40,40,60,18.00,LWH,1,G5_车型1_004_0005
2.2,车型1_004,车型1,G5_车型1_004_0015,G5,oriented,0,160,120,40,40,60,18.00,LWH,1,G5_车型1_004_0014
2.2,车型1_004,车型1,G3_车型1_004_0001,G3,fragile,40,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0002,G3,fragile,40,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0003,G3,fragile,40,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0004,G3,fragile,40,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0005,G3,fragile,110,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0006,G3,fragile,110,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0007,G3,fragile,110,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0008,G3,fragile,110,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0009,G3,fragile,180,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0010,G3,fragile,180,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0011,G3,fragile,180,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0012,G3,fragile,180,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0013,G3,fragile,250,0,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0014,G3,fragile,250,50,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0015,G3,fragile,250,100,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G3_车型1_004_0016,G3,fragile,250,150,0,70,50,40,15.00,LWH,1,
2.2,车型1_004,车型1,G4_车型1_004_0001,G4,oriented,320,0,0,80,60,50,25.00,LWH,1,
2.2,车型1_004,车型1,G4_车型1_004_0002,G4,oriented,320,60,0,80,60,50,25.00,LWH,1,
2.2,车型1_004,车型1,G4_车型1_004_0003,G4,oriented,320,120,0,80,60,50,25.00,LWH,1,
2.2,车型1_004,车型1,G1_车型1_004_0001,G1,standard,320,180,0,60,30,40,12.00,LHW,2,
2.2,车型1_004,车型1,G1_车型1_004_0002,G1,standard,320,180,40,60,30,40,12.00,LHW,2,G1_车型1_004_0001
2.2,车型1_004,车型1,G4_车型1_004_0004,G4,oriented,320,0,50,80,60,50,25.00,LWH,1,G4_车型1_004_0001
2.2,车型1_004,车型1,G4_车型1_004_0005,G4,oriented,320,60,50,80,60,50,25.00,LWH,1,G4_车型1_004_0002
2.2,车型1_004,车型1,G4_车型1_004_0006,G4,oriented,320,120,50,80,60,50,25.00,LWH,1,G4_车型1_004_0003
2.2,车型1_004,车型1,G1_车型1_004_0003,G1,standard,320,180,80,60,30,40,12.00,LHW,2,G1_车型1_004_0002
2.2,车型1_004,车型1,G4_车型1_004_0007,G4,oriented,320,0,100,80,60,50,25.00,LWH,1,G4_车型1_004_0004
2.2,车型1_004,车型1,G4_车型1_004_0008,G4,oriented,320,60,100,80,60,50,25.00,LWH,1,G4_车型1_004_0005
2.2,车型1_004,车型1,G4_车型1_004_0009,G4,oriented,320,120,100,80,60,50,25.00,LWH,1,G4_车型1_004_0006
2.2,车型1_004,车型1,G1_车型1_004_0004,G1,standard,320,180,120,60,30,40,12.00,LHW,2,G1_车型1_004_0003
2.2,车型1_004,车型1,G4_车型1_004_0010,G4,oriented,320,0,150,80,60,50,25.00,LWH,1,G4_车型1_004_0007
2.2,车型1_004,车型1,G4_车型1_004_0011,G4,oriented,320,60,150,80,60,50,25.00,LWH,1,G4_车型1_004_0008
2.2,车型1_004,车型1,G4_车型1_004_0012,G4,oriented,320,120,150,80,60,50,25.00,LWH,1,G4_车型1_004_0009
2.2,车型1_004,车型1,G1_车型1_004_0005,G1,standard,320,180,160,60,30,40,12.00,LHW,2,G1_车型1_004_0004
2.2,车型1_005,车型1,G5_车型1_005_0001,G5,oriented,0,0,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0002,G5,oriented,0,40,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0003,G5,oriented,0,80,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0004,G5,oriented,0,120,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0005,G5,oriented,0,160,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0006,G5,oriented,0,0,60,40,40,60,18.00,LWH,1,G5_车型1_005_0001
2.2,车型1_005,车型1,G5_车型1_005_0007,G5,oriented,0,0,120,40,40,60,18.00,LWH,1,G5_车型1_005_0006
2.2,车型1_005,车型1,G5_车型1_005_0008,G5,oriented,0,40,60,40,40,60,18.00,LWH,1,G5_车型1_005_0002
2.2,车型1_005,车型1,G5_车型1_005_0009,G5,oriented,0,40,120,40,40,60,18.00,LWH,1,G5_车型1_005_0008
2.2,车型1_005,车型1,G5_车型1_005_0010,G5,oriented,0,80,60,40,40,60,18.00,LWH,1,G5_车型1_005_0003
2.2,车型1_005,车型1,G5_车型1_005_0011,G5,oriented,0,80,120,40,40,60,18.00,LWH,1,G5_车型1_005_0010
2.2,车型1_005,车型1,G5_车型1_005_0012,G5,oriented,0,120,60,40,40,60,18.00,LWH,1,G5_车型1_005_0004
2.2,车型1_005,车型1,G5_车型1_005_0013,G5,oriented,0,120,120,40,40,60,18.00,LWH,1,G5_车型1_005_0012
2.2,车型1_005,车型1,G5_车型1_005_0014,G5,oriented,0,160,60,40,40,60,18.00,LWH,1,G5_车型1_005_0005
2.2,车型1_005,车型1,G5_车型1_005_0015,G5,oriented,0,160,120,40,40,60,18.00,LWH,1,G5_车型1_005_0014
2.2,车型1_005,车型1,G5_车型1_005_0016,G5,oriented,40,0,0,40,40,60,18.00,LWH,1,
2.2,车型1_005,车型1,G5_车型1_005_0017,G5,oriented,40,40,0,40,40,60,18.00,LWH,1,
