item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by,truck_id
G5_047,G5,oriented,40,200,120,40,40,60,18,0,LWH,G5_046,车型2
G5_048,G5,oriented,40,200,180,40,40,60,18,0,LWH,G5_047,车型2
G5_049,G5,oriented,80,0,0,40,40,60,18,0,LWH,,车型2
G5_050,G5,oriented,80,0,60,40,40,60,18,0,LWH,G5_049,车型2
G5_051,G5,oriented,80,0,120,40,40,60,18,0,LWH,G5_050,车型2
G5_052,G5,oriented,80,0,180,40,40,60,18,0,LWH,G5_051,车型2
G5_053,G5,oriented,80,40,0,40,40,60,18,0,LWH,,车型2
G5_054,G5,oriented,80,40,60,40,40,60,18,0,LWH,G5_053,车型2
G5_055,G5,oriented,80,40,120,40,40,60,18,0,LWH,G5_054,车型2
G5_056,G5,oriented,80,40,180,40,40,60,18,0,LWH,G5_055,车型2
G5_057,G5,oriented,80,80,0,40,40,60,18,0,LWH,,车型2
G5_058,G5,oriented,80,80,60,40,40,60,18,0,LWH,G5_057,车型2
G5_059,G5,oriented,80,80,120,40,40,60,18,0,LWH,G5_058,车型2
G5_060,G5,oriented,80,80,180,40,40,60,18,0,LWH,G5_059,车型2
G5_061,G5,oriented,80,120,0,40,40,60,18,0,LWH,,车型2
G5_062,G5,oriented,80,120,60,40,40,60,18,0,LWH,G5_061,车型2
G5_063,G5,oriented,80,120,120,40,40,60,18,0,LWH,G5_062,车型2
G5_064,G5,oriented,80,120,180,40,40,60,18,0,LWH,G5_063,车型2
G5_065,G5,oriented,80,160,0,40,40,60,18,0,LWH,,车型2
G5_066,G5,oriented,80,160,60,40,40,60,18,0,LWH,G5_065,车型2
G5_067,G5,oriented,80,160,120,40,40,60,18,0,LWH,G5_066,车型2
G5_068,G5,oriented,80,160,180,40,40,60,18,0,LWH,G5_067,车型2
G5_069,G5,oriented,80,200,0,40,40,60,18,0,LWH,,车型2
G5_070,G5,oriented,80,200,60,40,40,60,18,0,LWH,G5_069,车型2
G5_071,G5,oriented,80,200,120,40,40,60,18,0,LWH,G5_070,车型2
G5_072,G5,oriented,80,200,180,40,40,60,18,0,LWH,G5_071,车型2
G5_073,G5,oriented,120,0,0,40,40,60,18,0,LWH,,车型2
G5_074,G5,oriented,120,0,60,40,40,60,18,0,LWH,G5_073,车型2
G5_075,G5,oriented,120,0,120,40,40,60,18,0,LWH,G5_074,车型2
G5_076,G5,oriented,120,0,180,40,40,60,18,0,LWH,G5_075,车型2
G5_077,G5,oriented,120,40,0,40,40,60,18,0,LWH,,车型2
G5_078,G5,oriented,120,40,60,40,40,60,18,0,LWH,G5_077,车型2
G5_079,G5,oriented,120,40,120,40,40,60,18,0,LWH,G5_078,车型2
G5_080,G5,oriented,120,40,180,40,40,60,18,0,LWH,G5_079,车型2
G5_081,G5,oriented,120,80,0,40,40,60,18,0,LWH,,车型2
G2_001,G2,standard,120,80,60,35,25,50,8,3,WHL,G5_081,车型2
G2_002,G2,standard,120,80,110,35,25,50,8,3,WHL,G2_001,车型2
G2_003,G2,standard,120,80,160,35,25,50,8,3,WHL,G2_002,车型2
G2_004,G2,standard,120,120,0,35,50,25,8,2,WLH,,车型2
G2_005,G2,standard,120,120,25,35,50,25,8,2,WLH,G2_004,车型2
G2_006,G2,standard,120,120,50,35,50,25,8,2,WLH,G2_005,车型2
G2_007,G2,standard,120,120,75,35,50,25,8,2,WLH,G2_006,车型2
G2_008,G2,standard,120,120,100,35,50,25,8,2,WLH,G2_007,车型2
G2_009,G2,standard,120,120,125,35,50,25,8,2,WLH,G2_008,车型2
G2_010,G2,standard,120,120,150,35,50,25,8,2,WLH,G2_009,车型2
G2_011,G2,standard,120,120,175,35,50,25,8,2,WLH,G2_010,车型2
G2_012,G2,standard,120,120,200,35,50,25,8,2,WLH,G2_011,车型2
G2_013,G2,standard,120,170,0,35,50,25,8,2,WLH,,车型2
G2_014,G2,standard,120,170,25,35,50,25,8,2,WLH,G2_013,车型2
G2_015,G2,standard,120,170,50,35,50,25,8,2,WLH,G2_014,车型2
G2_016,G2,standard,120,170,75,35,50,25,8,2,WLH,G2_015,车型2
G2_017,G2,standard,120,170,100,35,50,25,8,2,WLH,G2_016,车型2
G2_018,G2,standard,120,170,125,35,50,25,8,2,WLH,G2_017,车型2
G2_019,G2,standard,120,170,150,35,50,25,8,2,WLH,G2_018,车型2
G2_020,G2,standard,120,170,175,35,50,25,8,2,WLH,G2_019,车型2
G2_021,G2,standard,120,170,200,35,50,25,8,2,WLH,G2_020,车型2
G2_022,G2,standard,120,220,0,35,25,50,8,3,WHL,,车型2
G2_023,G2,standard,120,220,50,35,25,50,8,3,WHL,G2_022,车型2
G2_024,G2,standard,120,220,100,35,25,50,8,3,WHL,G2_023,车型2
G2_025,G2,standard,120,220,150,35,25,50,8,3,WHL,G2_024,车型2
G2_026,G2,standard,160,0,0,50,35,25,8,0,LWH,,车型2
G2_027,G2,standard,160,0,25,50,35,25,8,0,LWH,G2_026,车型2
G2_028,G2,standard,160,0,50,50,35,25,8,0,LWH,G2_027,车型2
G2_029,G2,standard,160,0,75,50,35,25,8,0,LWH,G2_028,车型2
G2_030,G2,standard,160,0,100,50,35,25,8,0,LWH,G2_029,车型2
G2_031,G2,standard,160,0,125,50,35,25,8,0,LWH,G2_030,车型2
G2_032,G2,standard,160,0,150,50,35,25,8,0,LWH,G2_031,车型2
G2_033,G2,standard,160,0,175,50,35,25,8,0,LWH,G2_032,车型2
G2_034,G2,standard,160,0,200,50,35,25,8,0,LWH,G2_033,车型2
G2_035,G2,standard,160,35,0,50,35,25,8,0,LWH,,车型2
G2_036,G2,standard,160,35,25,50,35,25,8,0,LWH,G2_035,车型2
G2_037,G2,standard,160,35,50,50,35,25,8,0,LWH,G2_036,车型2
G2_038,G2,standard,160,35,75,50,35,25,8,0,LWH,G2_037,车型2
G2_039,G2,standard,160,35,100,50,35,25,8,0,LWH,G2_038,车型2
G2_040,G2,standard,160,35,125,50,35,25,8,0,LWH,G2_039,车型2
G2_041,G2,standard,160,35,150,50,35,25,8,0,LWH,G2_040,车型2
G2_042,G2,standard,160,35,175,50,35,25,8,0,LWH,G2_041,车型2
G2_043,G2,standard,160,35,200,50,35,25,8,0,LWH,G2_042,车型2
G2_044,G2,standard,160,70,0,50,35,25,8,0,LWH,,车型2
G2_045,G2,standard,160,70,25,50,35,25,8,0,LWH,G2_044,车型2
G2_046,G2,standard,160,70,50,50,35,25,8,0,LWH,G2_045,车型2
G2_047,G2,standard,160,70,75,50,35,25,8,0,LWH,G2_046,车型2
G2_048,G2,standard,160,70,100,50,35,25,8,0,LWH,G2_047,车型2
G2_049,G2,standard,160,70,125,50,35,25,8,0,LWH,G2_048,车型2
G2_050,G2,standard,160,70,150,50,35,25,8,0,LWH,G2_049,车型2
G2_051,G2,standard,160,70,175,50,35,25,8,0,LWH,G2_050,车型2
G2_052,G2,standard,160,70,200,50,35,25,8,0,LWH,G2_051,车型2
G2_053,G2,standard,160,105,0,50,35,25,8,0,LWH,,车型2
G2_054,G2,standard,160,105,25,50,35,25,8,0,LWH,G2_053,车型2
G2_055,G2,standard,160,105,50,50,35,25,8,0,LWH,G2_054,车型2
G2_056,G2,standard,160,105,75,50,35,25,8,0,LWH,G2_055,车型2
G2_057,G2,standard,160,105,100,50,35,25,8,0,LWH,G2_056,车型2
G2_058,G2,standard,160,105,125,50,35,25,8,0,LWH,G2_057,车型2
G2_059,G2,standard,160,105,150,50,35,25,8,0,LWH,G2_058,车型2
G2_060,G2,standard,160,105,175,50,35,25,8,0,LWH,G2_059,车型2
G2_061,G2,standard,160,105,200,50,35,25,8,0,LWH,G2_060,车型2
G2_062,G2,standard,160,140,0,50,35,25,8,0,LWH,,车型2
G2_063,G2,standard,160,140,25,50,35,25,8,0,LWH,G2_062,车型2
G2_064,G2,standard,160,140,50,50,35,25,8,0,LWH,G2_063,车型2
G2_065,G2,standard,160,140,75,50,35,25,8,0,LWH,G2_064,车型2
G2_066,G2,standard,160,140,100,50,35,25,8,0,LWH,G2_065,车型2
G2_067,G2,standard,160,140,125,50,35,25,8,0,LWH,G2_066,车型2
G2_068,G2,standard,160,140,150,50,35,25,8,0,LWH,G2_067,车型2
G2_069,G2,standard,160,140,175,50,35,25,8,0,LWH,G2_068,车型2
G2_070,G2,standard,160,140,200,50,35,25,8,0,LWH,G2_069,车型2
G2_071,G2,standard,160,175,0,50,35,25,8,0,LWH,,车型2
G2_072,G2,standard,160,175,25,50,35,25,8,0,LWH,G2_071,车型2
G2_073,G2,standard,160,175,50,50,35,25,8,0,LWH,G2_072,车型2
G2_074,G2,standard,160,175,75,50,35,25,8,0,LWH,G2_073,车型2
G2_075,G2,standard,160,175,100,50,35,25,8,0,LWH,G2_074,车型2
G2_076,G2,standard,160,175,125,50,35,25,8,0,LWH,G2_075,车型2
G2_077,G2,standard,160,175,150,50,35,25,8,0,LWH,G2_076,车型2
G2_078,G2,standard,160,175,175,50,35,25,8,0,LWH,G2_077,车型2
G2_079,G2,standard,160,175,200,50,35,25,8,0,LWH,G2_078,车型2
G2_080,G2,standard,160,210,0,50,35,25,8,0,LWH,,车型2
G2_081,G2,standard,160,210,25,50,35,25,8,0,LWH,G2_080,车型2
G2_082,G2,standard,160,210,50,50,35,25,8,0,LWH,G2_081,车型2
G2_083,G2,standard,160,210,75,50,35,25,8,0,LWH,G2_082,车型2
G2_084,G2,standard,160,210,100,50,35,25,8,0,LWH,G2_083,车型2
G2_085,G2,standard,160,210,125,50,35,25,8,0,LWH,G2_084,车型2
G1_001,G1,standard,160,210,150,40,30,60,12,3,WHL,G2_085,车型2
G2_086,G2,standard,210,0,0,50,35,25,8,0,LWH,,车型2
G1_002,G1,standard,210,0,25,40,30,60,12,3,WHL,G2_086,车型2
G1_003,G1,standard,210,0,85,40,30,60,12,3,WHL,G1_002,车型2
G1_004,G1,standard,210,0,145,40,30,60,12,3,WHL,G1_003,车型2
G2_087,G2,standard,210,35,0,50,35,25,8,0,LWH,,车型2
G1_005,G1,standard,210,35,25,40,30,60,12,3,WHL,G2_087,车型2
G1_006,G1,standard,210,35,85,40,30,60,12,3,WHL,G1_005,车型2
G1_007,G1,standard,210,35,145,40,30,60,12,3,WHL,G1_006,车型2
G2_088,G2,standard,210,70,0,50,35,25,8,0,LWH,,车型2
G1_008,G1,standard,210,70,25,40,30,60,12,3,WHL,G2_088,车型2
G1_009,G1,standard,210,70,85,40,30,60,12,3,WHL,G1_008,车型2
G1_010,G1,standard,210,70,145,40,30,60,12,3,WHL,G1_009,车型2
G2_089,G2,standard,210,105,0,50,35,25,8,0,LWH,,车型2
G1_011,G1,standard,210,105,25,40,30,60,12,3,WHL,G2_089,车型2
G1_012,G1,standard,210,105,85,40,30,60,12,3,WHL,G1_011,车型2
G1_013,G1,standard,210,105,145,40,30,60,12,3,WHL,G1_012,车型2
G1_014,G1,standard,210,140,0,40,60,30,12,2,WLH,,车型2
G1_015,G1,standard,210,140,30,40,60,30,12,2,WLH,G1_014,车型2
G1_016,G1,standard,210,140,60,40,60,30,12,2,WLH,G1_015,车型2
G1_017,G1,standard,210,140,90,40,60,30,12,2,WLH,G1_016,车型2
G1_018,G1,standard,210,140,120,40,60,30,12,2,WLH,G1_017,车型2
G1_019,G1,standard,210,140,150,40,60,30,12,2,WLH,G1_018,车型2
G1_020,G1,standard,210,140,180,40,60,30,12,2,WLH,G1_019,车型2
G1_021,G1,standard,210,200,0,40,30,60,12,3,WHL,,车型2
G1_022,G1,standard,210,200,60,40,30,60,12,3,WHL,G1_021,车型2
G1_023,G1,standard,210,200,120,40,30,60,12,3,WHL,G1_022,车型2
G1_024,G1,standard,210,200,180,40,30,60,12,3,WHL,G1_023,车型2
G1_025,G1,standard,260,0,0,60,40,30,12,0,LWH,,车型2
G1_026,G1,standard,260,0,30,60,40,30,12,0,LWH,G1_025,车型2
G1_027,G1,standard,260,0,60,60,40,30,12,0,LWH,G1_026,车型2
G1_028,G1,standard,260,0,90,60,40,30,12,0,LWH,G1_027,车型2
G1_029,G1,standard,260,0,120,60,40,30,12,0,LWH,G1_028,车型2
G1_030,G1,standard,260,0,150,60,40,30,12,0,LWH,G1_029,车型2
G1_031,G1,standard,260,40,0,60,40,30,12,0,LWH,,车型2
G1_032,G1,standard,260,40,30,60,40,30,12,0,LWH,G1_031,车型2
G1_033,G1,standard,260,40,60,60,40,30,12,0,LWH,G1_032,车型2
G1_034,G1,standard,260,40,90,60,40,30,12,0,LWH,G1_033,车型2
G1_035,G1,standard,260,40,120,60,40,30,12,0,LWH,G1_034,车型2
G1_036,G1,standard,260,40,150,60,40,30,12,0,LWH,G1_035,车型2
G1_037,G1,standard,260,80,0,60,40,30,12,0,LWH,,车型2
G1_038,G1,standard,260,80,30,60,40,30,12,0,LWH,G1_037,车型2
G1_039,G1,standard,260,80,60,60,40,30,12,0,LWH,G1_038,车型2
G1_040,G1,standard,260,80,90,60,40,30,12,0,LWH,G1_039,车型2
G1_041,G1,standard,260,80,120,60,40,30,12,0,LWH,G1_040,车型2
G1_042,G1,standard,260,80,150,60,40,30,12,0,LWH,G1_041,车型2
G1_043,G1,standard,260,120,0,60,40,30,12,0,LWH,,车型2
G1_044,G1,standard,260,120,30,60,40,30,12,0,LWH,G1_043,车型2
G1_045,G1,standard,260,120,60,60,40,30,12,0,LWH,G1_044,车型2
G1_046,G1,standard,260,120,90,60,40,30,12,0,LWH,G1_045,车型2
G1_047,G1,standard,260,120,120,60,40,30,12,0,LWH,G1_046,车型2
G1_048,G1,standard,260,120,150,60,40,30,12,0,LWH,G1_047,车型2
G1_049,G1,standard,260,160,0,60,40,30,12,0,LWH,,车型2
G1_050,G1,standard,260,160,30,60,40,30,12,0,LWH,G1_049,车型2
G1_051,G1,standard,260,160,60,60,40,30,12,0,LWH,G1_050,车型2
G1_052,G1,standard,260,160,90,60,40,30,12,0,LWH,G1_051,车型2
G1_053,G1,standard,260,160,120,60,40,30,12,0,LWH,G1_052,车型2
G1_054,G1,standard,260,160,150,60,40,30,12,0,LWH,G1_053,车型2
G1_055,G1,standard,260,200,0,60,40,30,12,0,LWH,,车型2
G1_056,G1,standard,260,200,30,60,40,30,12,0,LWH,G1_055,车型2
G1_057,G1,standard,260,200,60,60,40,30,12,0,LWH,G1_056,车型2
G1_058,G1,standard,260,200,90,60,40,30,12,0,LWH,G1_057,车型2
G1_059,G1,standard,260,200,120,60,40,30,12,0,LWH,G1_058,车型2
G1_060,G1,standard,260,200,150,60,40,30,12,0,LWH,G1_059,车型2
G1_061,G1,standard,320,0,0,60,40,30,12,0,LWH,,车型2
G1_062,G1,standard,320,0,30,60,40,30,12,0,LWH,G1_061,车型2
G1_063,G1,standard,320,0,60,60,40,30,12,0,LWH,G1_062,车型2
G1_064,G1,standard,320,0,90,60,40,30,12,0,LWH,G1_063,车型2
G1_065,G1,standard,320,0,120,60,40,30,12,0,LWH,G1_064,车型2
G1_066,G1,standard,320,0,150,60,40,30,12,0,LWH,G1_065,车型2
G1_067,G1,standard,320,40,0,60,40,30,12,0,LWH,,车型2
G1_068,G1,standard,320,40,30,60,40,30,12,0,LWH,G1_067,车型2
G1_069,G1,standard,320,40,60,60,40,30,12,0,LWH,G1_068,车型2
G1_070,G1,standard,320,40,90,60,40,30,12,0,LWH,G1_069,车型2
G1_071,G1,standard,320,40,120,60,40,30,12,0,LWH,G1_070,车型2
G1_072,G1,standard,320,40,150,60,40,30,12,0,LWH,G1_071,车型2
G1_073,G1,standard,320,80,0,60,40,30,12,0,LWH,,车型2
G1_074,G1,standard,320,80,30,60,40,30,12,0,LWH,G1_073,车型2
G1_075,G1,standard,320,80,60,60,40,30,12,0,LWH,G1_074,车型2
G1_076,G1,standard,320,80,90,60,40,30,12,0,LWH,G1_075,车型2
G1_077,G1,standard,320,80,120,60,40,30,12,0,LWH,G1_076,车型2
G1_078,G1,standard,320,80,150,60,40,30,12,0,LWH,G1_077,车型2
G1_079,G1,standard,320,120,0,60,40,30,12,0,LWH,,车型2
G1_080,G1,standard,320,120,30,60,40,30,12,0,LWH,G1_079,车型2
G1_081,G1,standard,320,120,60,60,40,30,12,0,LWH,G1_080,车型2
G1_082,G1,standard,320,120,90,60,40,30,12,0,LWH,G1_081,车型2
G1_083,G1,standard,320,120,120,60,40,30,12,0,LWH,G1_082,车型2
G1_084,G1,standard,320,120,150,60,40,30,12,0,LWH,G1_083,车型2
G1_085,G1,standard,320,160,0,60,40,30,12,0,LWH,,车型2
G1_086,G1,standard,320,160,30,60,40,30,12,0,LWH,G1_085,车型2
G1_087,G1,standard,320,160,60,60,40,30,12,0,LWH,G1_086,车型2
G1_088,G1,standard,320,160,90,60,40,30,12,0,LWH,G1_087,车型2
G1_089,G1,standard,320,160,120,60,40,30,12,0,LWH,G1_088,车型2
G1_090,G1,standard,320,160,150,60,40,30,12,0,LWH,G1_089,车型2
G1_091,G1,standard,320,200,0,60,40,30,12,0,LWH,,车型2
G1_092,G1,standard,320,200,30,60,40,30,12,0,LWH,G1_091,车型2
G1_093,G1,standard,320,200,60,60,40,30,12,0,LWH,G1_092,车型2
G1_094,G1,standard,320,200,90,60,40,30,12,0,LWH,G1_093,车型2
G1_095,G1,standard,320,200,120,60,40,30,12,0,LWH,G1_094,车型2
G4_001,G4,oriented,380,0,0,80,60,50,25,0,LWH,,车型2
G4_002,G4,oriented,380,0,50,80,60,50,25,0,LWH,G4_001,车型2
G4_003,G4,oriented,380,0,100,80,60,50,25,0,LWH,G4_002,车型2
G4_004,G4,oriented,380,0,150,80,60,50,25,0,LWH,G4_003,车型2
G2_090,G2,standard,320,200,150,50,35,25,8,0,LWH,G1_095,车型2
G4_005,G4,oriented,380,60,0,80,60,50,25,0,LWH,,车型2
G4_006,G4,oriented,380,60,50,80,60,50,25,0,LWH,G4_005,车型2
G4_007,G4,oriented,380,60,100,80,60,50,25,0,LWH,G4_006,车型2
G4_008,G4,oriented,380,60,150,80,60,50,25,0,LWH,G4_007,车型2
G4_009,G4,oriented,380,120,0,80,60,50,25,0,LWH,,车型2
G4_010,G4,oriented,380,120,50,80,60,50,25,0,LWH,G4_009,车型2
G4_011,G4,oriented,380,120,100,80,60,50,25,0,LWH,G4_010,车型2
G4_012,G4,oriented,380,120,150,80,60,50,25,0,LWH,G4_011,车型2
G4_013,G4,oriented,380,180,0,80,60,50,25,0,LWH,,车型2
G4_014,G4,oriented,380,180,50,80,60,50,25,0,LWH,G4_013,车型2
G4_015,G4,oriented,380,180,100,80,60,50,25,0,LWH,G4_014,车型2
G4_016,G4,oriented,380,180,150,80,60,50,25,0,LWH,G4_015,车型2
G4_017,G4,oriented,460,0,0,80,60,50,25,0,LWH,,车型2
G4_018,G4,oriented,460,0,50,80,60,50,25,0,LWH,G4_017,车型2
G4_019,G4,oriented,460,0,100,80,60,50,25,0,LWH,G4_018,车型2
G4_020,G4,oriented,460,0,150,80,60,50,25,0,LWH,G4_019,车型2
G4_021,G4,oriented,460,60,0,80,60,50,25,0,LWH,,车型2
G4_022,G4,oriented,460,60,50,80,60,50,25,0,LWH,G4_021,车型2
G4_023,G4,oriented,460,60,100,80,60,50,25,0,LWH,G4_022,车型2
G4_024,G4,oriented,460,60,150,80,60,50,25,0,LWH,G4_023,车型2
G4_025,G4,oriented,460,120,0,80,60,50,25,0,LWH,,车型2
G4_026,G4,oriented,460,120,50,80,60,50,25,0,LWH,G4_025,车型2
G4_027,G4,oriented,460,120,100,80,60,50,25,0,LWH,G4_026,车型2
G4_028,G4,oriented,460,120,150,80,60,50,25,0,LWH,G4_027,车型2
G4_029,G4,oriented,460,180,0,80,60,50,25,0,LWH,,车型2
G4_030,G4,oriented,460,180,50,80,60,50,25,0,LWH,G4_029,车型2
G4_031,G4,oriented,460,180,100,80,60,50,25,0,LWH,G4_030,车型2
G4_032,G4,oriented,460,180,150,80,60,50,25,0,LWH,G4_031,车型2
G4_033,G4,oriented,540,0,0,80,60,50,25,0,LWH,,车型2
G4_034,G4,oriented,540,0,50,80,60,50,25,0,LWH,G4_033,车型2
G4_035,G4,oriented,540,0,100,80,60,50,25,0,LWH,G4_034,车型2
G4_036,G4,oriented,540,0,150,80,60,50,25,0,LWH,G4_035,车型2
G4_037,G4,oriented,540,60,0,80,60,50,25,0,LWH,,车型2
G4_038,G4,oriented,540,60,50,80,60,50,25,0,LWH,G4_037,车型2
G4_039,G4,oriented,540,60,100,80,60,50,25,0,LWH,G4_038,车型2
G4_040,G4,oriented,540,60,150,80,60,50,25,0,LWH,G4_039,车型2
G4_041,G4,oriented,540,120,0,80,60,50,25,0,LWH,,车型2
G4_042,G4,oriented,540,120,50,80,60,50,25,0,LWH,G4_041,车型2
G4_043,G4,oriented,540,120,100,80,60,50,25,0,LWH,G4_042,车型2
G4_044,G4,oriented,540,120,150,80,60,50,25,0,LWH,G4_043,车型2
G4_045,G4,oriented,540,180,0,80,60,50,25,0,LWH,,车型2
G4_046,G4,oriented,540,180,50,80,60,50,25,0,LWH,G4_045,车型2
G4_047,G4,oriented,540,180,100,80,60,50,25,0,LWH,G4_046,车型2
G4_048,G4,oriented,540,180,150,80,60,50,25,0,LWH,G4_047,车型2
