item_id,type_id,category,x,y,z,length,width,height,weight,orientation_id,rotation,support_by,truck_id
G5_039,G5,oriented,80,80,120,40,40,60,18,0,LWH,G5_038,车型1
G5_040,G5,oriented,80,120,0,40,40,60,18,0,LWH,,车型1
G5_041,G5,oriented,80,120,60,40,40,60,18,0,LWH,G5_040,车型1
G5_042,G5,oriented,80,120,120,40,40,60,18,0,LWH,G5_041,车型1
G5_043,G5,oriented,80,160,0,40,40,60,18,0,LWH,,车型1
G5_044,G5,oriented,80,160,60,40,40,60,18,0,LWH,G5_043,车型1
G5_045,G5,oriented,80,160,120,40,40,60,18,0,LWH,G5_044,车型1
G5_046,G5,oriented,120,0,0,40,40,60,18,0,LWH,,车型1
G5_047,G5,oriented,120,0,60,40,40,60,18,0,LWH,G5_046,车型1
G2_001,G2,standard,120,0,120,35,25,50,8,3,WHL,G5_047,车型1
G2_002,G2,standard,120,40,0,35,50,25,8,2,WLH,,车型1
G2_003,G2,standard,120,40,25,35,50,25,8,2,WLH,G2_002,车型1
G2_004,G2,standard,120,40,50,35,50,25,8,2,WLH,G2_003,车型1
G2_005,G2,standard,120,40,75,35,50,25,8,2,WLH,G2_004,车型1
G2_006,G2,standard,120,40,100,35,50,25,8,2,WLH,G2_005,车型1
G2_007,G2,standard,120,40,125,35,50,25,8,2,WLH,G2_006,车型1
G2_008,G2,standard,120,40,150,35,50,25,8,2,WLH,G2_007,车型1
G2_009,G2,standard,120,40,175,35,50,25,8,2,WLH,G2_008,车型1
G2_010,G2,standard,120,90,0,35,50,25,8,2,WLH,,车型1
G2_011,G2,standard,120,90,25,35,50,25,8,2,WLH,G2_010,车型1
G2_012,G2,standard,120,90,50,35,50,25,8,2,WLH,G2_011,车型1
G2_013,G2,standard,120,90,75,35,50,25,8,2,WLH,G2_012,车型1
G2_014,G2,standard,120,90,100,35,50,25,8,2,WLH,G2_013,车型1
G2_015,G2,standard,120,90,125,35,50,25,8,2,WLH,G2_014,车型1
G2_016,G2,standard,120,90,150,35,50,25,8,2,WLH,G2_015,车型1
G2_017,G2,standard,120,90,175,35,50,25,8,2,WLH,G2_016,车型1
G2_018,G2,standard,120,140,0,35,50,25,8,2,WLH,,车型1
G2_019,G2,standard,120,140,25,35,50,25,8,2,WLH,G2_018,车型1
G2_020,G2,standard,120,140,50,35,50,25,8,2,WLH,G2_019,车型1
G2_021,G2,standard,120,140,75,35,50,25,8,2,WLH,G2_020,车型1
G2_022,G2,standard,120,140,100,35,50,25,8,2,WLH,G2_021,车型1
G2_023,G2,standard,120,140,125,35,50,25,8,2,WLH,G2_022,车型1
G2_024,G2,standard,120,140,150,35,50,25,8,2,WLH,G2_023,车型1
G2_025,G2,standard,120,140,175,35,50,25,8,2,WLH,G2_024,车型1
G2_026,G2,standard,160,0,0,50,35,25,8,0,LWH,,车型1
G1_001,G1,standard,160,0,25,40,30,60,12,3,WHL,G2_026,车型1
G1_002,G1,standard,160,0,85,40,30,60,12,3,WHL,G1_001,车型1
G1_003,G1,standard,160,0,145,40,30,60,12,3,WHL,G1_002,车型1
G1_004,G1,standard,160,35,0,40,60,30,12,2,WLH,,车型1
G1_005,G1,standard,160,35,30,40,60,30,12,2,WLH,G1_004,车型1
G1_006,G1,standard,160,35,60,40,60,30,12,2,WLH,G1_005,车型1
G1_007,G1,standard,160,35,90,40,60,30,12,2,WLH,G1_006,车型1
G1_008,G1,standard,160,35,120,40,60,30,12,2,WLH,G1_007,车型1
G1_009,G1,standard,160,35,150,40,60,30,12,2,WLH,G1_008,车型1
G1_010,G1,standard,160,35,180,40,60,30,12,2,WLH,G1_009,车型1
G1_011,G1,standard,160,95,0,40,60,30,12,2,WLH,,车型1
G1_012,G1,standard,160,95,30,40,60,30,12,2,WLH,G1_011,车型1
G1_013,G1,standard,160,95,60,40,60,30,12,2,WLH,G1_012,车型1
G1_014,G1,standard,160,95,90,40,60,30,12,2,WLH,G1_013,车型1
G1_015,G1,standard,160,95,120,40,60,30,12,2,WLH,G1_014,车型1
G1_016,G1,standard,160,95,150,40,60,30,12,2,WLH,G1_015,车型1
G1_017,G1,standard,160,155,0,40,30,60,12,3,WHL,,车型1
G1_018,G1,standard,160,155,60,40,30,60,12,3,WHL,G1_017,车型1
G1_019,G1,standard,160,155,120,40,30,60,12,3,WHL,G1_018,车型1
G2_027,G2,standard,210,0,0,50,35,25,8,0,LWH,,车型1
G1_020,G1,standard,210,0,25,40,30,60,12,3,WHL,G2_027,车型1
G1_021,G1,standard,210,0,85,40,30,60,12,3,WHL,G1_020,车型1
G1_022,G1,standard,210,0,145,40,30,60,12,3,WHL,G1_021,车型1
G2_028,G2,standard,160,185,0,35,25,50,8,3,WHL,,车型1
G1_023,G1,standard,200,35,0,60,40,30,12,0,LWH,,车型1
G1_024,G1,standard,200,35,30,60,40,30,12,0,LWH,G1_023,车型1
G1_025,G1,standard,200,35,60,60,40,30,12,0,LWH,G1_024,车型1
G1_026,G1,standard,200,35,90,60,40,30,12,0,LWH,G1_025,车型1
G1_027,G1,standard,200,35,120,60,40,30,12,0,LWH,G1_026,车型1
G1_028,G1,standard,200,35,150,60,40,30,12,0,LWH,G1_027,车型1
G1_029,G1,standard,200,35,180,60,40,30,12,0,LWH,G1_028,车型1
G1_030,G1,standard,200,75,0,60,40,30,12,0,LWH,,车型1
G1_031,G1,standard,200,75,30,60,40,30,12,0,LWH,G1_030,车型1
G1_032,G1,standard,200,75,60,60,40,30,12,0,LWH,G1_031,车型1
G1_033,G1,standard,200,75,90,60,40,30,12,0,LWH,G1_032,车型1
G1_034,G1,standard,200,75,120,60,40,30,12,0,LWH,G1_033,车型1
G1_035,G1,standard,200,75,150,60,40,30,12,0,LWH,G1_034,车型1
G1_036,G1,standard,200,115,0,60,40,30,12,0,LWH,,车型1
G1_037,G1,standard,200,115,30,60,40,30,12,0,LWH,G1_036,车型1
G1_038,G1,standard,200,115,60,60,40,30,12,0,LWH,G1_037,车型1
G1_039,G1,standard,200,115,90,60,40,30,12,0,LWH,G1_038,车型1
G1_040,G1,standard,200,115,120,60,40,30,12,0,LWH,G1_039,车型1
G1_041,G1,standard,200,155,0,60,30,40,12,1,LHW,,车型1
G4_001,G4,oriented,260,0,0,80,60,50,25,0,LWH,,车型1
G4_002,G4,oriented,260,0,50,80,60,50,25,0,LWH,G4_001,车型1
G4_003,G4,oriented,260,0,100,80,60,50,25,0,LWH,G4_002,车型1
G4_004,G4,oriented,260,0,150,80,60,50,25,0,LWH,G4_003,车型1
G4_005,G4,oriented,260,60,0,80,60,50,25,0,LWH,,车型1
G4_006,G4,oriented,260,60,50,80,60,50,25,0,LWH,G4_005,车型1
G4_007,G4,oriented,260,60,100,80,60,50,25,0,LWH,G4_006,车型1
G4_008,G4,oriented,260,60,150,80,60,50,25,0,LWH,G4_007,车型1
G4_009,G4,oriented,260,120,0,80,60,50,25,0,LWH,,车型1
G4_010,G4,oriented,260,120,50,80,60,50,25,0,LWH,G4_009,车型1
G4_011,G4,oriented,260,120,100,80,60,50,25,0,LWH,G4_010,车型1
G4_012,G4,oriented,260,120,150,80,60,50,25,0,LWH,G4_011,车型1
G4_013,G4,oriented,340,0,0,80,60,50,25,0,LWH,,车型1
G4_014,G4,oriented,340,0,50,80,60,50,25,0,LWH,G4_013,车型1
G4_015,G4,oriented,340,0,100,80,60,50,25,0,LWH,G4_014,车型1
G4_016,G4,oriented,340,0,150,80,60,50,25,0,LWH,G4_015,车型1
G4_017,G4,oriented,340,60,0,80,60,50,25,0,LWH,,车型1
G4_018,G4,oriented,340,60,50,80,60,50,25,0,LWH,G4_017,车型1
G4_019,G4,oriented,340,60,100,80,60,50,25,0,LWH,G4_018,车型1
G4_020,G4,oriented,340,60,150,80,60,50,25,0,LWH,G4_019,车型1
G4_021,G4,oriented,340,120,0,80,60,50,25,0,LWH,,车型1
G4_022,G4,oriented,340,120,50,80,60,50,25,0,LWH,G4_021,车型1
G4_023,G4,oriented,340,120,100,80,60,50,25,0,LWH,G4_022,车型1
G4_024,G4,oriented,340,120,150,80,60,50,25,0,LWH,G4_023,车型1
G2_029,G2,standard,195,185,0,50,25,35,8,1,LHW,,车型1
